sentence_id,tokens,ner_tags
040.txt_57,BBC Sport examines the challenges facing Radcliffe ahead of the big race .,O O O O O O B-ATHLETE O O O O O O
040.txt_384,""" Radcliffe 's best friend and fellow distance runner Liz Yelling revealed the 30 - year - old is already aware she will be exposing herself to more public scrutiny in New York .",O B-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O
040.txt_464,"Radcliffe described her decision to enter the New York marathon as "" impulsive "" but she is certain to have a tick - list of personal goals .",B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O
061.txt_6,Jade Johnson edged out rival Kelly Sotherton with her last effort to claim the AAAs long jump title at the Norwich Union European Indoor trials .,B-ATHLETE I-ATHLETE O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O
061.txt_32,"

 Olympic heptathlon bronze medallist , Sotherton , led the event with her first leap of 6.43 m - a personal best .",O O O O O O B-ATHLETE O O O O O O O O O O O O O O O O
061.txt_241,"Scott , 22 , smashed his personal best on the way to the final , where he broke it again to win the AAAs title in 7.58 seconds .",B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O
061.txt_427,"The Welsh runner attacked the last 200 m to come through ahead of James Thie in one minute , 49.87 seconds .",O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O
062.txt_8,Ballymena sprinter Paul Brizzel will be among eight of Ireland 's European Indoor hopefuls competing in this weekend 's AAA 's Championships .,O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O
062.txt_58,Brizzel will defend his 200 m title in the British trials .,B-ATHLETE O O O O O O O O O O O
062.txt_70,In - form James McIlroy will hope to confirm his place in the British team for Madrid by winning the 800 m title .,O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O
062.txt_148,Carroll is ranked number three in the world 3000 m ranking at the moment with Cragg occupying top spot .,B-ATHLETE O O O O O O O O O O O O O O B-ATHLETE O O O O
062.txt_197,An injury crisis in the Annadale Striders squad led to Donnelly being entered by coach John McLaughlin but the athlete told BBC Sport on Friday evening that he would not be running .,O O O O O O O O O O B-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O
034.txt_344,He is one of the few African runners who has embraced the tradition of the mile and he loves to hear all the Roger Bannister stories .,O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O
034.txt_655,"It was also a real delight for all athletics fans because , to use one of my favourite words , Paula showed real "" bouncebackability "" .",O O O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O O O
034.txt_812,Dani Barnes came fourth in the 1500 m and she was the highest finisher for Team GB .,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O
034.txt_1022,"As regards the case against Greek sprinters Kostas Kenteris and Katerina Thanou , well suspicions have been hanging over Kenteris for a while .",O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE O O O O
068.txt_56,But UK Athletics chief Max Jones believes it is likely Holmes will race .,O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE O O O
068.txt_318,Kelly Sotherton has been invited by championship organisers to compete against Carolina Kluft in the pentathlon .,B-ATHLETE I-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE O O O O
068.txt_335,"Sotherton finished third in the Olympic heptathlon in Athens , where the Swede took gold .",B-ATHLETE O O O O O O O O O O O O O O O
068.txt_653,Pole vault : N Buckfield ( Crawley AC ) .,O O O B-ATHLETE I-ATHLETE O O O O O
068.txt_857,"

 J Johnson ( Herne Hill Harriers ) .",O O B-ATHLETE O O O O O O
028.txt_6,Darren Campbell has set his sights on running quicker than ever after deciding not to retire from sprinting .,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O
028.txt_26,"Campbell , who won Olympic 4x100 m relay gold , had been unsure about his future .",B-ATHLETE O O O O O O O O O O O O O O O O
028.txt_122,Campbell was part of the British quartet who shocked the Americans to win relay gold in Athens in August .,B-ATHLETE O O O O O O O O O O O O O O O O O O O
028.txt_143,"The Newport - based athlete and team - mates Jason Gardener , Marlon Devonish and Mark Lewis - Francis were rewarded with MBEs in the New Year Honours List .",O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O
030.txt_693,Pole vaulter Brown had hoped for a vote of confidence from the British selectors after she had achieved the Athens B standard but the call never came .,O O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O
030.txt_785,A large turnout of athletics - loving folk turned out in west Belfast to offer their respects to the Campbell family and Andy 's many friends .,O O O O O O O O O O O O O O O O O O O B-ATHLETE O O B-ATHLETE O O O O
010.txt_33,The St Kitts and Nevis star joins British Olympic relay gold medallists Jason Gardener and Mark Lewis - Francis .,O O O O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O
010.txt_79,Collins ran in Birmingham at the 2003 World Indoor Championships .,B-ATHLETE O O O O O O O O O O
049.txt_221,""" Victor Conte is a man facing a 42 - count federal indictment , while Marion Jones is one of America 's most decorated female athletes .",O B-ATHLETE I-ATHLETE O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O
049.txt_510,"Jones , who did not win any medals in Athens in August , has never failed a drugs test .",B-ATHLETE O O O O O O O O O O O O O O O O O O O
053.txt_6,"Double Olympic 10,000 m champion Haile Gebrselassie will race in the London Marathon for the next three years .",O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O
014.txt_295,"McIlroy , who was compared to the likes of Sebastian Coe , Steve Cram and Steve Ovett in his younger days , is now competing without the benefit of National Lottery funding .",B-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O
091.txt_279,Britain 's former European 100 m champion Dwain Chambers is currently serving a two - year ban after testing positive for THG in an out - of - competition test in 2003 .,O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O
091.txt_312,And American sprinter Marion Jones has filed a lawsuit for defamation against Conte following his allegations that he gave her performance - enhancing drugs .,O O O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE O O O O O O O O O O O O
085.txt_7,"Two - time Olympic 10,000 metres champion Derartu Tulu has confirmed she will take part in the BUPA Great Caledonian Run in Edinburgh on 8 May .",O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O
085.txt_52,"Tulu has won the Boston , London and Tokyo Marathons , as well as the world 10,000 m title in 2001 .",B-ATHLETE O O O O O O O O O O O O O O O O O O O O O
085.txt_102,""" Her record speaks for herself and there are few other women distance runners who would dare compare their pedigree with Tulu 's , "" he added .",O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O O O
039.txt_9,World Anti - Doping Agency ( WADA ) chief Dick Pound says Marion Jones should be stripped of all her medals if found guilty of taking banned substances .,O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O
039.txt_39,"Victor Conte , of Balco Laboratories , claims the American sprinter regularly used drugs to enhance her performance .",B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O
039.txt_137,"Jones , who won five medals at the 2000 Olympics , denies using drugs and says she will take legal action over Conte 's allegations .",B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O
032.txt_7,"Olympic 10,000 m champion Kenenisa Bekele is determined to add the world indoor two mile record at February 's Norwich Union Grand Prix in Birmingham .",O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O
032.txt_66,""" I am still as hungry to do as much as I can in this sport , "" said Bekele .",O O O O O O O O O O O O O O O O O O O B-ATHLETE O
032.txt_189,Britain 's 800 m and 1500 m champion Kelly Holmes is taking part in the 1000 m.,O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O
032.txt_206,Swedish heptathlon gold medallist Carolina Kluft will contest the 60 m hurdles .,O O O O B-ATHLETE I-ATHLETE O O O O O O O
080.txt_113,"Speaking to the Greek Parliament on Tuesday , Sevastis said that the evidence sent by the International Olympic Committee and athletics governing body the IAAF was not strong enough for the Greek Association to find the sprinters guilty .",O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
056.txt_126,"Sotherton has also displayed promise , with a new high jump personal best in Sheffield at the combined Norwich Union European trials and AAA Championships , and a second place in the long jump behind Jade Johnson .",B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O
082.txt_7,Sprinters Kostas Kenteris and Katerina Thanou have been cleared of doping offences by an independent tribunal .,O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O O O O O O O O
009.txt_8,Britain 's Jason Gardener shook off an upset stomach to win the 60 m at Sunday 's Leipzig International meeting .,O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O
009.txt_109,"Gardener , part of the Great Britain 4x100 m quartet that won gold at the Athens Olympics , will now turn his attention to next weekend 's Norwich Union European Indoor trials in Sheffield .",B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
330.txt_6,Actor Michael Douglas is to co - produce and star in an adventure film about a diamond robbery set in India .,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O
330.txt_78,"Aishwarya Rai , star of Bride and Prejudice , is the "" preferred choice "" of the Indian studio involved in the film .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O
379.txt_0,"Tarantino ' to make Friday sequel ' 

",B-ACTOR-DIRECTOR O O O O O O O
379.txt_119,"According to the industry newspaper , New Line had been trying to make another sequel involving Ash , the hero of the Evil Dead movies , but was unable to agree terms with director Sam Raimi .",O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
372.txt_0,"Eastwood 's Baby scoops top Oscars 

",B-ACTOR-DIRECTOR O O O O O O
372.txt_30,"The boxing drama was named best picture and Eastwood pipped Scorsese to best director , while its stars Hilary Swank and Morgan Freeman won acting awards .",O O O O O O O O B-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O
372.txt_81,Jamie Foxx picked up best actor for playing soul star Ray Charles in Ray .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O
372.txt_139,"Instead , Eastwood took his second Oscar for best director after winning for Unforgiven in 1993 .",O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O
372.txt_156,""" It was a wonderful adventure , "" Eastwood said .",O O O O O O O O B-ACTOR-DIRECTOR O O
372.txt_297,"He thanked Eastwood and described the film as "" a labour of love "" .",O O B-ACTOR-DIRECTOR O O O O O O O O O O O O
023.txt_0,"Famed music director Viotti dies 

",O O O B-MUSICIAN O O
023.txt_113,"Viotti was born in Switzerland and studied the piano , cello and singing at the Lausanne Conservatory .",B-MUSICIAN O O O O O O O O O O O O O O O O O
142.txt_71,Rock band Keane won Sound of 2004 while US rapper 50 Cent topped Sound of 2003 .,O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O
142.txt_168,"Singer Sam Endicott said he felt "" great "" about coming top of the Sound of 2005 list .",O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O
072.txt_6,"Director Oliver Stone 's historical epic Alexander has failed in its bid to conquer the box office , entering the US film charts at number six .",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O
072.txt_161,Last week Oliver Stone 's film met with scathing reviews from US critics .,O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O
072.txt_175,The film stars Irish actor Colin Farrell as one of history 's most celebrated leaders - a relentless and arrogant warrior who conquered much of the known world by the age of 25 .,O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O
072.txt_303,"But novelist Gore Vidal defended the film , saying it was "" barrier - breaking "" for its frank depiction of bisexuality .",O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O
036.txt_6,Hollywood star Tom Hanks was in London 's Leicester Square for the UK premiere of Polar Express .,O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O
036.txt_271,"It is directed by Robert Zemeckis , who has previously worked with Hanks on Forrest Gump and Castaway .",O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O B-ACTOR-DIRECTOR O O O O O O
203.txt_207,"Media observers had been surprised by Greer 's initial decision to join the third celebrity version of the Channel 4 reality TV show , given that she has written critical articles about the format in the past .",O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
005.txt_145,"Mary Poppins was originally created by author Pamela Travers , who is said to have cried when she saw Disney 's 1964 film starring Julie Andrews .",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O
065.txt_66,It is based on the children 's book by English writer Diana Wynne Jones .,O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O
232.txt_83,"He has recently starred in hit US comedy Will and Grace as the husband of Grace , played by Debra Messing .",O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
232.txt_128,"The original book by George Abbott and Richard Bissell will be revised by playwright Peter Ackerman , who co - wrote the screenplay for the movie Ice Age .",O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O
156.txt_0,"Usher leads Soul Train shortlist 

",B-MUSICIAN O O O O O
156.txt_6,"Chart - topping R&B star Usher is leading the field at this year 's Soul Train Awards , with five nominations .",O O O O O B-MUSICIAN O O O O O O O O O O O O O O O O
156.txt_97,"Usher has already swept the board at the American Music Awards with four titles , including two best album awards .",B-MUSICIAN O O O O O O O O O O O O O O O O O O O O
156.txt_240,Newcomer Ciara 's four nominations include best female R&B - soul album and best R&B - soul or rap by a new artist .,O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O
156.txt_264,"Beyonce , Prince , Destiny 's Child , Jill Scott and New Edition all received two nominations each .",O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O
323.txt_199,""" I hope it just shows Mike up to be the extraordinary filmmaker he is .",O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O
323.txt_557,Wasp was made by ex - children 's TV presenter Andrea Arnold while Little Terrorist is the work of Ashvin Kumar .,O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
038.txt_330,"Mike Leigh is up for the best director award for Vera Drake , alongside Martin Scorsese for The Aviator , Michael Mann for Collateral , Michel Gondry for Eternal Sunshine of the Spotless Mind and Marc Forster for Finding Neverland .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O
070.txt_140,South American - themed cartoon Joko ! Jakamoko ! Toto ! won the honour for pre - school animation and its writer Tony Collingwood for original writer .,O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O
070.txt_168,"Debbie Isitt won the award for best adapted writer for her work with Jacqueline Wilson 's The Illustrated Mum , which won the award for best schools drama .",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O
182.txt_8,"Brad Pitt , Robert De Niro and Hugh Grant have been added to the line - up for a two - hour US TV special to raise money for victims of the Asian tsunami .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O
