filename,text,main_category,heuristic_label,gold_label
044.txt,"Japan economy slides to recession

The Japanese economy has officially gone back into recession for the fourth time in a decade.

Gross domestic product fell by 0.1% in the last three months of 2004. The fall reflects weak exports and a slowdown in consumer spending, and follows similar falls in GDP in the two previous quarters. The Tokyo stock market fell after the figures were announced, but rose again on a widespread perception that the economy will recover later this year. On Wednesday, the government revised growth figures from earlier in 2004 which, when taking into account performance in the most recent period, effectively tips Japan into recession.

A previous estimate of 0.1% growth between July and September was downgraded to a 0.3% decline. A recession is commonly defined as two consecutive quarters of negative growth, although the Japanese government takes other factors into account when judging the status of its economy.

Figures released by the government's Cabinet Office showed that GDP, on an annualised basis, fell 0.5% in the last three months of 2004. However, politicians remain upbeat about prospects for an economic boost later in the year. ""The economy has some soft patches but if you look at the bigger picture, it is in a recovery stage,"" said Economic and Fiscal Policy Minister Heizo Takenaka. Gross domestic product measures the overall value of goods and services produced in a country. ""The economy must be assessed comprehensively and we cannot look at GDP alone,"" Mr Takenaka stressed.

Ministers pointed to the fact that consumer spending had been depressed by one-off factors such as the unseasonably mild winter. Analysts said the figures were disappointing but argued that Japan's largest companies had been recording healthy profits and capital spending was on the rise. Japan's economy grew 2.6% overall last year - fuelled by a strong performance in the first few months - and is forecast to see growth of 2.1% in 2005. However, the economy's fragile recovery remains dependent on an upturn in consumer spending, a fall in the value of the yen and an improvement in global economies. ""The results came in at the lower end of expectations but we shouldn't be too pessimistic about the current state and the outlook for the economy,"" said Naoki Iizuka, senior economist at the Dai-ichi Life Research Institute. Japan's economy has seen stretches of moderate growth over the past decade but has periodically slipped back into recession.
",business,Stock Market,Stock Market
373.txt,"Software watching while you work

Software that can not only monitor every keystroke and action performed at a PC but also be used as legally binding evidence of wrong-doing has been unveiled.

Worries about cyber-crime and sabotage have prompted many employers to consider monitoring employees. The developers behind the system claim it is a break-through in the way data is monitored and stored. But privacy advocates are concerned by the invasive nature of such software.

The system is a joint venture between security firm 3ami and storage specialists BridgeHead Software. They have joined forces to create a system which can monitor computer activity, store it and retrieve disputed files within minutes. More and more firms are finding themselves in deep water as a result of data misuse. Sabotage and data theft are most commonly committed from within an organisation according to the National Hi-Tech Crime Unit (NHTCU) A survey conducted on its behalf by NOP found evidence that more than 80% of medium and large companies have been victims of some form of cyber-crime. BridgeHead Software has come up with techniques to prove, to a legal standard, that any stored file on a PC has not been tampered with. Ironically the impetus for developing the system came as a result of the Freedom of Information Act, which requires companies to store all data for a certain amount of time.

The storage system has been incorporated into an application developed by security firm 3ami which allows every action on a computer to be logged. Potentially it could help employers to follow the trail of stolen files and pinpoint whether they had been emailed to a third party, copied, printed, deleted or saved to CD, floppy disk, memory stick or flash card. Other activities the system can monitor include the downloading of pornography, the use of racist or bullying language or the copying of applications for personal use. Increasingly organisations that handle sensitive data, such as governments, are using biometric log-ins such as fingerprinting to provide conclusive proof of who was using a particular machine at any given time. Privacy advocates are concerned that monitoring at work is not only damaging to employee's privacy but also to the relationship between employers and their staff. ""That is not the case,"" said Tim Ellsmore, managing director of 3ami. ""It is not about replacing dialogue but there are issues that you can talk through but you still need proof,"" he said. ""People need to recognise that you are using a PC as a representative of a company and that employers have a legal requirement to store data,"" he added.
",tech,tech,tech
394.txt,"Economy focus for election battle

Britain's economic future will be at the heart of Labour's poll campaign, Chancellor Gordon Brown has said.

He was speaking after Cabinet members held their last meeting at No 10 before the expected election announcement. He said voters would recognise that Labour had brought stability and growth, and would continue to do so. Meanwhile the Tories outlined their plans to tackle ""yob culture"" and the Lib Dems gave more details about their proposals to replace council tax. Earlier the Archbishop of Canterbury wrote to all three parties urging them not to fight the election by exploiting people's fears.

In an open letter, he called on them not to turn the election into a competition about who can most effectively frighten voters about terrorism, asylum, and crime. He said they should concentrate instead on issues such as the environment, international development and the arms trade, family policy, and the reform of the criminal justice system.

Shadow foreign secretary Michael Ancram said: ""We have fought a very positive campaign. I think he will want to look quite carefully at what Jack Straw said about Michael Howard.""

In a speech to the Foreign Policy Centre Mr Straw said of the Tory leader: ""He is clever, fluent and tactical, but he is not wise. ""He lacks strategy and good judgment, and his quick temper and impetuosity too often get the better of him."" The Foreign Secretary told the BBC: ""I was making the observation that because of Michael Howard's impetuosity you can get lurches of policy."" Liberal Democrat chairman Matthew Taylor said: ""People are already really turned off by the kind of campaign the others are fighting and you will see us putting emphasis on some of these huge issues facing the world, particularly the environment.""

Labour's focus on the economy as their key message - came on the day a new report was published by the Institute of Fiscal Studies, suggesting that household incomes have fallen for the first time in more than a decade. The IFS says the drop partly reflects measures announced in what it called the Chancellor's tax-raising Budget of 2002. The Treasury dismissed the research as ""complete rubbish"". Party election supremo Alan Milburn said the apparent drop in average incomes was because self-employed people had been affected by a ""world downturn"" which hit their profits. Since 1997, the reported average take-home income had ""risen by 20% in real terms"" if you took out the self-employed, Mr Milburn told BBC Radio 4's Today programme. Mr Brown also dismissed the figures insisting that the ""typical family"" has been much better off under Labour.
",politics,politics,politics
207.txt,"EMI shares hit by profit warning

Shares in music giant EMI have sunk by more than 16% after the firm issued a profit warning following disappointing sales and delays to two album releases.

EMI said music sales for the year to March will fall 8-9% from the year before, with profits set to be 15% lower than analysts had expected. It blamed poor sales since Christmas and delays to the releases of new albums by Coldplay and Gorillaz. By 1200 GMT on Monday, EMI shares were down 16.2% at 235.75 pence.

EMI said two major albums scheduled for release before the end of the financial year in March - one by Coldplay and one by Gorillaz - have now had their release dates put back.

""EMI Music's sales, particularly re-orders, in January have also been lower than anticipated and this is expected to continue through February and March,"" the company added. ""Therefore, for the full year, at constant currency, EMI Music's sales are now expected to be 8% to 9% lower than the prior year."" The company said it expected profits to be about £138m ($259.8m). Alain Levy, chairman and chief executive of EMI Music, described the performance as ""disappointing"", but added that he remained optimistic over future trends in the industry. ""The physical music market is showing signs of stabilisation in many parts of the world and digital music, in all its forms, continues to develop at a rapid pace,"" he said.

Commenting on the delay to the release of the Coldplay and Gorillaz albums, Mr Levy said that ""creating and marketing music is not an exact science and cannot always coincide with our reporting periods"". ""While this rescheduling and recent softness is disappointing, it does not change my views of the improving health of the global recorded music industry,"" he added. Paul Richards, an analyst at Numis Securities, said the market would be focusing on the slump in music sales rather than the timing of the two albums. ""It's unusual to see this much of a downgrade just because of phasing,"" he said.
",business,Stock Market,Stock Market
170.txt,"Casual gaming to 'take off'

Games aimed at ""casual players"" are set to be even bigger in 2005, according to industry experts.

Easy-to-play titles that do not require too much time and that are playable online or downloadable to mobile devices will see real growth in the coming year. The trend shows that gaming is not just about big-hitting, games console titles, which appeal more to ""hardcore"" gamers, said a panel of experts. They were speaking before the annual Consumer Electronics Show in Las Vegas which showcases the latest trends in gadgets and technologies for 2005. The panel also insisted that casual gamers were not just women, a common misconception which pervades current thinking about gamer demographics.

Casual games like poker, pool, bridge, bingo and puzzle-based titles, which can be played online or downloaded onto mobile devices, were ""gender neutral"" and different genres attracted different players.

Greg Mills, program director at AOL, said its figures suggested that sports-based games attracted 90% of 18 to 24-year-old males, while puzzle games were played by 80% of females. Games like bridge tended to attract the over-50 demographic of gamers.

But hardcore gamers who are more attracted to blockbuster gamers which usually require hi-spec PCs, like Half-Life 2, or Halo 2 on Xbox, also liked to have a different type of gaming experience. ""When hardcore gamers are not playing Halo, they are playing poker and pool, based on our research,"" said Geoff Graber, director of Yahoo Games, which attracts about 12 million gamers a month.

With the growth of powerful PC technology and ownership, broadband take-up, portable players and mobile devices, as well as interactive TV, casual gaming is shaping up to be big business in 2005, according to the panel. The focus for the coming year should be about attracting third-party developers into the field to offer more innovative and multiplayer titles, they agreed. ""We are at a time where we are on the verge of something much bigger,"" said Mr Graber. ""Casual games will get into their stride in 2005, will be really big in 2006 and will be about community."" With more people finding more to do with their gadgets and high-speed connections, casual games would start to open up the world of gaming as a form of mass-market entertainment to more people. Key to these types of titles is the chance they give people who may not see themselves as gamers to dip in and out of games when they liked.

Portal sites which offer casual games, like AOL, Yahoo, and RealArcade, as well as other games-on-demand services, allow people to build up buddy lists so they can return and play against the same people. This aspect of ""community"" is crucial for gamers who just want to have quick access to free or cheap games without committing long periods of time immersed in £30 to £40 console or PC titles, said the panel. About 120,000 people are expected to attend the CES trade show which stretches over more than 1.5 million square feet and which officially runs from 6 to 9 January. The main theme is how new devices are getting better at talking to each other, allowing people to enjoy digital content, like audio, video and images, when they want, and where they want.
",tech,tech,tech
045.txt,"Sony PSP tipped as a 'must-have'

Sony's Playstation Portable is the top gadget for 2005, according to a round-up of ultimate gizmos compiled by Stuff Magazine.

It beats the iPod into second place in the Top Ten Essentials list which predicts what gadget-lovers are likely to covet this year. Owning all 10 gadgets will set the gadget lover back £7,455. That is £1,000 cheaper than last year's list due to falling manufacturing costs making gadgets more affordable.

Portable gadgets dominate the list, including Sharp's 902 3G mobile phone, the Pentax Optio SV digital camera and Samsung's Yepp YH-999 video jukebox.

""What this year's Essentials shows is that gadgets are now cheaper, sexier and more indispensable than ever. We've got to the point where we can't live our lives without certain technology,"" said Adam Vaughan, editor of Stuff Essentials. The proliferation of gadgets in our homes is inexorably altering the role of the high street in our lives thinks Mr Vaughan. ""Take digital cameras, who would now pay to develop an entire film of photos? Or legitimate downloads, who would travel miles to a record shop when they could download the song in minutes for 70p?"" he asks. Next year will see a new set of technologies capturing the imaginations of gadget lovers, Stuff predicts. The Xbox 2, high-definition TV and MP3 mobiles will be among the list of must-haves that will dominate 2006, it says. The spring launch of the PSP in the UK is eagerly awaited by gaming fans.
",tech,tech,tech
188.txt,"Qwest may spark MCI bidding war

US phone company Qwest has said it will table a new offer for MCI after losing out to larger rival Verizon, setting the scene for a possible bidding war.

MCI accepted a $6.75bn (£3.6bn) buyout from telecoms giant Verizon on Monday, rejecting a higher offer from Qwest. Qwest chairman Richard Notebaert sent a letter to MCI's board on Thursday saying that it plans to submit a new offer after examining Verizon's bid. Formerly known as Worldcom, MCI is a long-distance and corporate phone firm. Snapping up MCI would give the buyer access to a global telecommunications network and a large number of business-based subscribers. Shares of MCI were up more than 4% in electronic trading after the close of New York markets.

Qwest said on Wednesday that MCI had rejected a deal worth $8bn. ""We would like to advise you that once we have completed our review of the Verizon merger agreement, we do intend to submit a modified offer to acquire MCI,"" the letter from Qwest said. Verizon's offer is made up of cash, shares and dividends, and a number of investors have said that it undervalues MCI. Verizon plans to swap 0.41 of its shares and $1.50 in cash for each MCI share, as well as offering special dividends of $4.50 a share. Both company boards have backed the deal, but regulators will still need to give their approval. As well as trying to lure investors with the promise of better returns, Qwest also reckons that its offer will face less regulatory scrutiny than Verizon's.

The takeover would be the fifth billion-dollar telecoms deal since October as companies look to cut costs and boost client bases. Earlier this month, SBC Communications agreed to buy its former parent and phone trailblazer AT&T for about $16bn. There may be concerns other than cash, however, especially as MCI only emerged from bankruptcy protection last April. Verizon is far bigger than Qwest, has fewer debts and has built a successful mobile division. Also, MCI, while trading under the name Worldcom, became the biggest corporate bankruptcy in US history after admitting that it illegally booked expenses and inflated profits. Former Worldcom boss Bernie Ebbers is currently standing trial, accused of overseeing an $11bn fraud. Qwest, meanwhile, had to pay the Securities and Exchange Commission $250m in October to settle charges that it massaged earnings to keep Wall Street happy.
",business,Stock Market,Stock Market
104.txt,"Royal couple watch nation's mood

Prince Charles and Camilla Parker Bowles are awaiting the nation's reaction after announcing they are to be married on 8 April.

Mrs Parker Bowles will take the title HRH Duchess of Cornwall after a civil ceremony to be held at Windsor Castle. A Daily Telegraph poll of 1,313 people suggests two-thirds of Britons support the couple's decision to marry. But only 40% think Mrs Parker Bowles should become Princess Consort as planned after Charles becomes king. Some 47% believe she should have no title, while 7% think she should become queen.

The poll also found that the majority of Britons would prefer the monarchy to miss a generation, with the Queen handing the throne to her grandson Prince William, 22, on her death or abdication. On Thursday night, Prince Charles, 56, and Mrs Parker Bowles, 57, hosted a dinner at Windsor Castle, their first public appearance since announcing their engagement. Mrs Parker Bowles said the prince went down on one knee to propose and added: ""I'm just coming down to earth."" She displayed her diamond engagement ring - a Royal Family heirloom - to reporters. Charles said he and his wife-to-be were ""absolutely delighted"". Their marriage will end years of speculation on a relationship which dates back to 1970.

The Queen and Duke of Edinburgh said the news had made them ""very happy"". Princes William and Harry said they are ""very happy"" and wish the couple ""all the luck in the future"". The wedding will be a civil ceremony followed by a service of prayer and dedication in St George's Chapel at which the Archbishop of Canterbury, Dr Rowan Williams, will preside.

The marriage is likely to be a sensitive issue because Mrs Parker Bowles is divorced and her former husband is still alive. If he became king, Charles would be the supreme governor of the Church of England and some Anglicans remain opposed to the remarriage of divorcees. ""His divorce from Diana and the disappointment the country felt over how Diana had been treated... opened up a sense of disillusionment with [Prince Charles],"" said Ros Coward, who wrote the authorised biography of Diana, princess of Wales. The Archbishop of Canterbury said: ""I am pleased that Prince Charles and Mrs Camilla Parker Bowles have decided to take this important step."" Tony Blair said he was ""delighted"" for the couple and offered his congratulations, as did Conservative leader Michael Howard and Liberal Democrat leader Charles Kennedy. Australia's Prime Minister John Howard also offered his congratulations, adding that their decision to marry was a ""sensible and a good thing"". Mrs Parker Bowles has joined the prince at numerous engagements in recent years - mostly at evening events for The Prince's Trust. Clarence House staff were at pains to point out that she attended these events in a private capacity.
",politics,politics,politics
297.txt,"Fockers keeps US box office lead

Film comedy Meet The Fockers, sequel to Meet The Parents, has topped the US box office for a third week.

The movie, which stars Ben Stiller, Robert De Niro, Dustin Hoffman and Barbra Streisand, took $28.5m (£15.2m), making a total of 204.3m (£109m). Michael Keaton thriller White Noise was second with $24m (£12.8m) despite negative reviews. Martin Scorsese's Howard Hughes biopic The Aviator came third with $7.6m (£4m) and a total of $42.9m (£22.8m). Children's adventure Lemony Snicket's A Series of Unfortunate Events, starring Jim Carrey and Meryl Streep, fell two places to fourth position with $7.4m (£3.9m).

It is also the ninth Jim Carrey film to hit the $100m (£53.2m) mark, according to Exhibitor Relations. And Fat Albert, a live-action adaptation of Bill Cosby's TV cartoon, fell one place to number five, with takings over the three days beginning on Friday of $5m (£2.6m). Ocean's Twelve took sixth place in the US chart with $5.4m (£2.8m), but it led the non-US chart at the weekend, according to Hollywood Reporter, with an estimated $17.7m (£9.4m) and total takings of $137m (£73m). The Incredibles took $300m (£160m) outside the US, while Meet the Fockers topped box office charts in Australia and Mexico with non-US takings of $19.35m (£10.2m).
",entertainment,Cinema,Cinema
264.txt,"Grammys honour soul star Charles

The memory of soul legend Ray Charles dominated the music world's leading music ceremony on Sunday as he was given eight posthumous Grammy Awards.

Charles, who died in 2004, got honours including record and album of the year, while Alicia Keys and actor Jamie Foxx performed a musical tribute to him. R&B star Keys won four awards herself at the Grammy ceremony in Los Angeles. U2, Usher, Norah Jones and Kanye West got three each. West led the race going into the ceremony with 10 nominations.

Charles' last album, Genius Loves Company, a collection of duets that has sold more than two million copies, was named album of the year and best pop vocal album. His song Here We Go Again with Norah Jones won record of the year and best pop vocal collaboration, while Heaven Help Us All with Gladys Knight picked up best gospel performance. Jones said: ""I'm glad he's getting recognised, because of who he is and how much I love him."" Actor Jamie Foxx - who is nominated for an Oscar for playing Charles in the hit movie Ray - dedicated a rendition of Georgia on My Mind to ""old friends"". Keys, looking to replicate her Grammys success of 2002, when she won five, picked up best R&B song for You Don't Know My Name and best R&B album for The Diary of Alicia Keys. She also shared the award for best R&B vocal performance by a duo or group with Usher for My Boo.

Usher's other victories were for best contemporary R&B album for Confessions and best rap/sung collaboration for Yeah!, featuring Lil Jon and Ludacris. Kanye West dominated the rap categories, winning best rap song for Jesus Walks and best rap album for The College Dropout. But in one of the night's biggest shocks, he lost out in the battle to be named best new artist to pop rock act Maroon 5. Vertigo by rock giants U2 won three trophies - best rock song, best short video and best rock vocal performance by a duo or group. One of the other main awards, song of the year, went to US singer-songwriter John Mayer for Daughters. Mayer also won best male pop vocal performance. Britney Spears picked up her first ever Grammy for her song Toxic, which was named best dance recording.

Rod Stewart also won the first Grammy of his career, getting the best traditional pop album award for Stardust... The Great American Songbook: Volume III. In 2003, Stewart said he was ""astounded"" he had never won a Grammy - but ""they tend not to give it to the British unless you're Sting"". There were few other high-profile British victors this year. Annie Lennox, metal group Motorhead and dance act Basement Jaxx all took home trophies. But Elvis Costello, who had four nominations, and Joss Stone and Franz Ferdinand, who were both up for three awards, got nothing.

Beach Boys veteran Brian Wilson was another first-time winner - for best rock instrumental performance. ""It represents triumph and achievement in music that I feel that I deserved, and I'm really glad I won,"" he said. A live recording of composer John Adams' 11 September tribute, On the Transmigration of Souls, performed by the New York Philharmonic, won three classical prizes. And former US President Bill Clinton picked up the second Grammy of his career, winning the spoken word award for the audio version of his autobiography My Life.
",entertainment,Cinema,Cinema
171.txt,"'Ultimate game' award for Doom 3

Sci-fi shooter Doom 3 has blasted away the competition at a major games ceremony, the Golden Joystick awards.

It was the only title to win twice, winning Ultimate Game of the year and best PC game at the awards, presented by Little Britain star Matt Lucas. The much-anticipated sci-fi horror Doom 3 shot straight to the top of the UK games charts on its release in August. Other winners included Grand Theft Auto: San Andreas which took the Most Wanted for Christmas prize. Only released last week, it was closely followed by Halo 2 and Half-Life 2, which are expected to be big hits when they are unleashed later this month.

But they missed out on the prize for the Most Wanted game of 2005, which went to the Nintendo title, The Legend of Zelda. The original Doom, released in 1994, heralded a new era in computer games and introduced 3D graphics. It helped to establish the concept of the first-person shooter. Doom 3 was developed over four years and is thought to have cost around $15m (£8.3m). The top honour for the best online game of the year went to Battlefield Vietnam. The Chronicles of Riddick: Escape from Butcher Bay was handed the Unsung Hero Game of 2004. Its release was somewhat eclipsed by Doom 3, which was released on the same week. It was, however, very well received by gamers and was praised for its storyline which differed from the film released around the same time. Electronic Arts was named top publisher of the year, taking the crown from Nintendo which won in 2003. The annual awards are voted for by more than 200,000 readers of computer and video games magazines. Games awards like this have grown in importance. Over the last six years, the UK market for games grew by 100% and was worth a record £1,152m in 2003, according to a recent report by analysts Screen Digest.
",tech,tech,tech
363.txt,"Kennedy criticises 'unfair' taxes

Gordon Brown has failed to tackle the ""fundamental unfairness"" in the tax system in his ninth Budget, Charles Kennedy has said.

How was it right that the poorest 20% of society were still paying more as a proportion of their income than the richest 20%, the Lib Dem leader asked. The new £200 council tax rebate for pensioners did nothing to fix the ""unfair tax"", he added. The government could not go on ""patching up"" the system, he added. Speaking in the Commons after Mr Brown had delivered what is widely thought to be the last Budget before the general election, Mr Kennedy acknowledged that the UK was one of the most successful economies in the world.

But he criticised both the chancellor and the Tories for failing to address the ""ticking bomb"" of council tax revaluation. He said the recent experience of Wales indicated seven million households in England would pay significantly more after revaluation. The chancellor's announcement that he was to offer a £200 council tax rebate paid by pensioner households was merely a ""sticking plaster"" to a much bigger problem. The Lib Dem plan for a local income tax would benefit the typical household by more than £450 a year, with half of all pensioners paying no local tax and about three million being better off.

On pensions, Mr Kennedy said it was a ""scandal"" that the system discriminated against women who had missed making National Insurance payments when they were having children. He said a residency criteria would end ""at a stroke this fundamental iniquity"". Mr Kennedy added his party's priorities of free long-term care for the elderly, abolishing top-up fees and replacing the council tax would be funded by charging 50% income tax to those earning more than £100,000 per annum. He contrasted his approach with Mr Brown's pledge in 2001 not to increase income tax. The chancellor went on to put up National Insurance contributions after the election. ""For most individuals, most families, most households, it adds up to exactly the same thing,"" said Mr Kennedy. ""And they wonder why people get cynical about their politicians when they give one impression before an election and do exactly the opposite after that election.""
",politics,politics,politics
357.txt,"Aviator and Vera take Bafta glory

Hollywood blockbuster The Aviator and low-budget British movie Vera Drake have shared the main honours at the 2005 Bafta film awards. The Aviator was declared best film, and its star Cate Blanchett won best supporting actress. But Vera Drake scored best director for Mike Leigh while Imelda Staunton took the hotly contested best actress award. Jamie Foxx won best actor for Ray, while British actor Clive Owen took best supporting actor for Closer. The two actors have repeated their success at the Golden Globes in January. But big British hope Kate Winslet walked away empty-handed on Saturday despite two nominations for best actress. Celebrating his win, the Oscar-nominated Owen told reporters: ""The whole award season is new to me because I haven't won anything before. All of that is a bit overwhelming."" Blanchett, who won a Bafta in 1999 for her leading role in Elizabeth, said: ""Winning a Bafta means an enormous amount to me."" She thanked the woman she played, Katharine Hepburn, for paving the way for women to work in film. ""Thank you very much, I'm sure you're pleased, although you're not able to see this,"" she said.

The Aviator took four awards in all, also collecting best make-up and hair and production design, while Vera Drake also scooped best costume design. Staunton, who is up for an Oscar for her role in Vera Drake, arrived wearing a green silk and chiffon beaded evening dress. ""Thank you very much. I'm so thrilled and so grateful and I'm delighted that the success of Vera Drake has boosted sales of hair nets and pinnies, which is very good,"" she said on accepting her award. Her director Leigh, who beat Martin Scorsese to the best director award, told the audience: ""We always say it was a surprise and sometimes I've said it and not meant it. On this occasion, given the other names, it's a real surprise and an extraordinary honour. ""It's an immense privilege to have been allowed the freedom to make as uncompromising a film as I think Vera Drake is and an epic with such a small budget."" Best actor Foxx could not make the ceremony, but actress Helen Mirren read out his acceptance speech. ""I'm honoured and proud to receive this Bafta. I'd like to thank the late Ray Charles himself."" He apologised for not being in London, joking: ""Unfortunately I'm stuck driving a car in LA at gunpoint and I can't get away."" DiCaprio, who lost out on the best actor Bafta to Foxx, will face him again at the Academy Awards in two weeks' time.

""It's the first time I've come to the Baftas because it's the first time I've been nominated,"" he told reporters on the red carpet. ""I've appreciated British cinema for a long time and to be recognised like this is a special honour."" Other winners included The Motorcycle Diaries which took best foreign film and best music, while Eternal Sunshine of the Spotless Mind won best original screenplay and best editing. Best British film was My Summer of Love, the story of two young women and their developing relationship, while Foxx's movie Ray, a bio-pic of late singer Ray Charles, also took best sound. Harry Potter and the Prisoner of Azkaban won the Orange Film Of The Year, voted for by the public.

The Orange British Academy Film Awards are being shown on BBC One from 2010 GMT.
",entertainment,Cinema,Cinema
060.txt,"Insurance bosses plead guilty

Another three US insurance executives have pleaded guilty to fraud charges stemming from an ongoing investigation into industry malpractice.

Two executives from American International Group (AIG) and one from Marsh & McLennan were the latest. The investigation by New York attorney general Eliot Spitzer has now obtained nine guilty pleas. The highest ranking executive pleading guilty on Tuesday was former Marsh senior vice president Joshua Bewlay.

He admitted one felony count of scheming to defraud and faces up to four years in prison. A Marsh spokeswoman said Mr Bewlay was no longer with the company. Mr Spitzer's investigation of the US insurance industry looked at whether companies rigged bids and fixed prices. Last month Marsh agreed to pay $850m (£415m) to settle a lawsuit filed by Mr Spitzer, but under the settlement it ""neither admits nor denies the allegations"".
",business,Company News,Company News
325.txt,"Worcester v Sale (Fri)

Sixways

Friday, 25 February

2000 GMT

They make just one change, with Tim Collier replacing Phil Murphy in the second row. In contrast, Sale are missing 14 players due to a combination of international call-ups and injuries. John Payne and Chris Rhys Jones come into the centres while scrum-half Richard Wigglesworth looks set to play on the wing.

Delport; Pieters, Rasmussen, Lombard, O'Leary; Brown, Powell; Windo, Van Niekerk, Horsman; Collier, Gillies; Hickey, Sanderson, MacLeod- Henderson.

Replacements: Fortey, Murphy, Daly, Vaili, Cole, Hayes, Trueman.

Hanley; Mayor, Payne, Rhys Jones, Wigglesworth; Hercus, Redpath (capt); Turner, Roddam, Stewart; Day, Schofield; Caillet, Carter, Chabal.

Replacements (from): Bozzi, Coutts, Anglesea, Lund, Martens, Riley, Duffy, C Jones.
",sport,General Sport,General Sport
068.txt,"India seeks to boost construction

India has cleared a proposal allowing up to 100% foreign direct investment in its construction sector.

Kamal Nath, Commerce and Industry Minister, announced the decision in Delhi on Thursday following a cabinet meeting. Analysts say improving India's infrastructure will boost foreign investment in other sectors too. The Indian government's decision has spread good cheer in the construction sector, according to some Indian firms.

A spokesman for DLF Builders, Dr Vancheshwar, told the BBC this will mean ""better offerings"" for consumers as well as builders. He said the firm will benefit from world class ""strategic partnerships, design expertise and technology, while consumers will have better choice.""

The government proposal states that foreign investment of up to 100% will be allowed on the 'automatic route' in the construction sector, on projects including housing, hotels, resorts, hospitals and educational establishments. The automatic route means that construction companies need only get one set of official approvals and do not need to gain clearance from the Foreign Investment Promotion Board, which can be bureaucratic. The government hopes its new policy will create employment for construction workers, and benefit steel and brick-making industries.

Mr Nath also announced plans to allow foreign investors to develop a smaller area of any land they acquired. ""Foreign investors can enter any construction development area, be it to build resorts, townships or commercial premises but they will have to construct at least 50,000 square meters (538,000 square feet) within a specific timeframe,"" said Mr Nath, without specifying the timeframe. Previously foreign investors had to develop a much larger area, discouraging some from entering the Indian market. This measure is designed to discourage foreign investors from buying and selling land speculatively, without developing it. Anshuman Magazine, managing director, of CB Richard Ellis - an international real estate company - told the BBC this was ""a big positive step.""

However, Chittabrata Majumdar, general secretary of the Centre of Indian Trade Unions (CITU), said allowing FDI in the country is compromising India's own ""self reliance"". He said, ""No country can develop on the basis of foreign investment alone."" Mr Majumdar also said an assessment should be made as to whether foreign investment is indeed beneficial to the country - in terms of employment and money generated - or just another way of international companies filling their deep pockets.
",business,Stock Market,Stock Market
217.txt,"Kerr frustrated at victory margin

Republic of Ireland manager Brian Kerr admitted he was frustrated his side did not score more than one goal in their friendly win over Croatia.

Robbie Keane took his Republic record to 24 with a first-half goal which proved enough for victory. ""We had more good chances. It is just a shame we did not take them against such a technically gifted team,"" said Kerr. ""But, given the conditions and the standard of the Croatian team, we should be very happy with the win."" The Republic side kept a clean sheet for the eighth time in 11 matches and are unbeaten in 14 home games since Kerr succeeded Mick McCarthy. Kerr applauded the decisive move which earned the victory. ""It was a brilliant goal, fantastic skill by Damien Duff. Robbie might have scuffed it a little but it was a good goal."" Matchwinner Keane was another full of praise for Duff's role in the goal. ""It was great play from Damien,"" said the Tottenham striker.

""I always try to be sniffing around because you know nine times out of 10 Duffer is going to get it in the box. ""Playing three up was something different. Brian Kerr wanted to try it out and it was good to see young Stephen Elliott getting a run-out. ""The conditions were difficult but he did well and is definitely one for the future. It is nice to see young players coming through."" Man-of-the-match Duff explained what went wrong when he fluffed a chance to make it 2-0 midway through the second half. He opted to bring Steve Finnan's cross down and shoot against the bar when a close-range header looked the best option. ""I would have headed that every time but I completely lost it in the lights,"" said the Chelsea star. ""I was desperate to get on the scoresheet myself but the result is the important thing. ""We have had a good year and are going nicely in the qualifiers. Hopefully that can continue in 2005.""
",sport,Football,Football
054.txt,"Thanou bullish over drugs hearing

Katerina Thanou is confident she and fellow sprinter Kostas Kenteris will not be punished for missing drugs tests before the Athens Olympics.

The Greek pair appeared at a hearing on Saturday which will determine whether their provisional bans from athletics' ruling body the IAAF should stand. ""After five months we finally had the chance to give explanations. I am confident and optimistic,"" said Thanou. ""We presented new evidence to the committee that they were not aware of.""

The athletes' lawyer Grigoris Ioanidis said he believed the independent disciplinary committee set up by the Greek Athletics Federation (SEGAS) would find them innocent. ""We are almost certain that the charges will be dropped,"" said Ioanidis.

""We believe that we have presented [a case] that the charges are unreasonable."" Thanou, the 2000 Olympic women's 100m silver medallist, and Sydney 200m champion Kenteris were suspended by the IAAF for missing three drugs tests. The third was supposed to take place on the eve of the Athens Games last August, but the pair could not be found in the athletes' village. They were later taken to hospital after claiming to have been involved in a motorcycle accident. Thanou's coach Christos Tzekos was also suspended by the IAAF. ""We were asked [by the disciplinary committee] all kinds of questions about the night of 12 August,"" said Tzekos. ""We did not leave any gaps. As far as I am concerned there is no such issue [of refusing to be tested], and I am very optimistic."" Tzekos, Thanou and Kenteris, who have all denied the charges, can expect a decision within a month. ""Deliberations will start after some additional documents are brought in by Thursday,"" said committee chairman Kostas Panagopoulos. ""I estimate that the final ruling will be issued by the end of February.""
",sport,Athletics,Athletics
