sentence_id,tokens,ner_tags
311.txt_0,"Corbett attacks ' dumbed - down TV ' 

 Ronnie Corbett has joined fellow comedy stars Victoria Wood and David Jason in attacking the declining standards of British television programmes .",B-TV-FILM-PERSONALITY O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O
311.txt_71,"Corbett , soon to reunite with Ronnie Barker for a new Two Ronnies series , also criticised quiz shows like the BBC 's They Think It 's All Over .",B-TV-FILM-PERSONALITY O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O
311.txt_129,"Corbett is the latest comedy star to bemoan the "" dumbing down "" of modern TV programmes .",B-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O
311.txt_214,"And last week Only Fools and Horses star David Jason criticised British TV for being "" too safe and too cheap "" .",O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O
311.txt_336,"Corbett goes on to criticise "" reality programmes where they put people in a house for a fortnight and film them doing everything "" .",B-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O O O
220.txt_254,The BBC 's iCan site is up for the technical and social innovation award alongside the likes of Nottingham University 's Uncle Roy All Around You .,O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O
094.txt_0,"McConnell in ' drunk ' remark row 

 Scotland 's first minister has told a group of high school pupils that it is okay to get drunk "" once in a while "" .",B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
094.txt_144,"Margaret Davidson , the independent member for the Loch Ness West , said the first minister was speaking in a very general way and she was sure he was speaking about adults at the time .",B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
343.txt_104,""" The administration is committed to a viable national airline that will serve as a major catalyst for our economy , "" said Finance Minister Omar Davies .",O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O
324.txt_0,Moreno debut makes Oscar mark,B-TV-FILM-PERSONALITY O O O O
324.txt_5,"

 Catalina Sandino Moreno has joined a rare group of actresses who have been nominated for an Oscar for starring in a foreign language film .",O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O
324.txt_32,"The Colombian - born actress was the final hope for director Joshua Marston , who scoured the US and Colombia for a lead for Maria Full of Grace .",O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O
324.txt_162,And at the 2004 Berlin Film Festival the jury could not choose between her and Charlize Theron 's Oscar winning performance in Monster so gave them a tied award .,O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O
379.txt_34,Sir Ian Blair said terror groups would remember the effect of the Madrid bomb on Spain 's general election last year .,O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O
379.txt_138,"Sir Ian told a meeting of the Metropolitan Police Authority it would be "" unwise "" to speculate about whether there was specific information about risks of a pre - election attack .",O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
379.txt_267,Home Secretary Charles Clarke has also warned that a Madrid - style pre - election bombing could happen in the UK too .,O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O
379.txt_290,"Asked about Sir Ian 's comments , the prime minister 's official spokesman said : "" We believe the threat is real . """,O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O
379.txt_433,"Tory leader Michael Howard has accused Mr Blair of steamrolling the house arrest plans and of "" using national security for political point scoring "" .",O O B-POLITICIAN I-POLITICIAN O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O
206.txt_30,On Wednesday Tony Blair said he hoped the former home secretary would serve again in government in the future .,O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O
206.txt_102,"Mr Blair told BBC Radio 4 's Today programme : "" I know David very well and I believe him to be a man of real integrity and real ability and I was very sad for him as to what happened . """,O B-TV-FILM-PERSONALITY O O O O O O O O O O O B-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
206.txt_175,"But shadow attorney general Mr Grieve said : "" While I do n't rule out the possibility that Mr Blunkett may return as a minister , I do n't think it 's something that can simply be brushed under the carpet . """,O O O O O B-POLITICIAN O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O
206.txt_218,"Senior Labour backbencher Martin O'Neill , who chairs the Commons trade committee , said he believed the prime minister would want one of his "" praetorian guard "" - a reference to the elite body guard of Roman emperors - back alongside him .",O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
211.txt_55,"But he told MPs the Lord Chancellor , Lord Falconer , was insisting he should have the final say in such cases .",O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O
211.txt_97,"

 The government says the lord chancellor would be unlikely to go against Lord Woolf 's wishes .",O O O O O O O O O O O O O O B-POLITICIAN O O O
211.txt_197,"In written evidence to the committee , Lord Woolf said : "" I have , so far , failed to reach an agreement with the lord chancellor on this issue ...",O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O
211.txt_378,Lord Woolf said the current rules were not written down but it was inconceivable in practice that the lord chancellor would overrule his concerns .,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O
211.txt_545,""" As Lord Woolf also acknowledged , it is highly unlikely that the lord chancellor would appoint a judge against the wishes of the lord chief justice .",O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O
056.txt_6,"

 Late film star Marlon Brando is said to have repeatedly turned down his Oscar - winning role in The Godfather .",O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O
056.txt_29,The actor 's friend Budd Schulberg told Vanity Fair magazine that Brando 's assistant suggested he read the novel .,O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O B-TV-FILM-PERSONALITY O O O O O O O O
056.txt_76,"But Brando , who died last July at the age of 80 , eventually took the role of Don Corleone , winning him an Oscar in 1973 which he notoriously refused .",O B-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O
056.txt_138,"Schulberg told the magazine that Brando 's assistant realised the film star had warmed to the idea of The Godfather role when he sported a drawn - on pencil moustache and asked : "" How do I look ? """,B-TV-FILM-PERSONALITY O O O O B-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
056.txt_178,"His assistant , Alice Marchak , said that he looked like George Raft , an actor famed for playing gangsters on the silver screen .",O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O
056.txt_227,"Brando was asked to screen test for the role in The Godfather , as studio executives were said to be reluctant for the actor to play the part following problems on the set of Brando 's previous film Mutiny on the Bounty .",B-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY O O O O O O O O
056.txt_281,The actor was nominated for an Oscar the following year for his role in Bernardo Bertolucci 's Last Tango in Paris .,O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O
056.txt_303,"Before his death , Brando granted gaming company Electronic Arts the rights to use his voice and image in a video game based on the Godfather film and book and recorded voice - overs which closely resembled his role as Don Corleone .",O O O O B-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O
035.txt_0,"Leaders meet over Turkish EU bid 

 Tony Blair has met Italian Prime Minister Silvio Berlusconi and German Chancellor Gerhard Schroeder to talk about Turkey entering the EU .",O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O B-POLITICIAN I-POLITICIAN O O O B-POLITICIAN I-POLITICIAN O O O O O O O O
035.txt_182,"But Mr Blair and the Labour government have been the staunchest backers of Turkish accession , provided it sticks with human rights and economic reform .",O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O
035.txt_208,"Mr Blair 's official spokesman said : "" The prime minister has regular meetings with both of them and particularly in advance of European Councils .",O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O
160.txt_35,Ian MacDonald QC quit when the government failed to recognise a House of Lords ruling that detaining terror suspects indefinitely is unlawful .,B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O
160.txt_91,"Mr MacDonald told BBC News : "" The reason why I am resigning is because I fundamentally disagree with locking people up without any trial for an indefinite period on reasonable suspicion .",O B-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
182.txt_47,"At the same time , finance minister Nicolas Sarkozy warned that high oil prices posed a threat to French growth .",O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O
113.txt_254,Another team will work on the BBC 's big budget drama of Mervyn Peake 's gothic fantasy Gormenghast .,O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O
113.txt_290,""" The BBC is allowing us access to the material so that we can prove the technology and the principles , "" explained Dr Doug Williams of BT , who will be NM2 's technical project manager .",O O O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O
113.txt_478,"It will also be important that the tools are sophisticated enough to obey the complex rules of cinematography and editing said John Wyver , from TV producer Illuminations Television Limited , which is also involved in the project .",O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O
350.txt_7,"

 Gordon Brown has delivered a rousing speech to Labour 's spring conference setting out the government 's agenda for the next general election .",O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O
350.txt_88,"Later , Prime Minister Tony Blair will answer questions sent by the public via text and e - mail .",O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O
350.txt_109,"Analysing Mr Brown 's position before the speech , BBC correspondent James Hardy said Mr Brown would draw "" sharp dividing lines "" with the Conservatives for the forthcoming election campaign .",O O B-POLITICIAN O O O O O O O O B-POLITICIAN I-POLITICIAN O O B-POLITICIAN O O O O O O O O O O O O O O O O
350.txt_164,""" Mr Brown will lay out his credentials as a reforming chancellor determined to take on and beat the Asian tiger economies which increasingly dominate world trade , "" our correspondent said .",O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
350.txt_291,Mr Blair is thought to be deliberately putting himself on the line in a bid to engage the electorate ahead of an expected May election .,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O
350.txt_339,"The prime minister 's enthusiasm for the job remains undimmed , Alan Milburn , Labour 's election strategist told Radio 4 's Today programme on Saturday .",O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O
350.txt_410,"He said : "" I 'm the General Election co - ordinator and I do n't know , and Tony has not made up his mind . """,O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O
043.txt_152,"

 The film industry has stepped up efforts to fight DVD piracy in the last 12 months , taking legal action against websites which offer pirated copies of DVD movies for download . 

 "" Ultimately , we see RipGuard DVD ... evolving beyond anti - piracy , and towards enablement of legitimate online transactions , interoperability in tomorrow 's digital home , and the upcoming high - definition formats , "" said Steve Weinstein , executive vice president and general manager of Macrovision 's Entertainment Technologies Group .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O
070.txt_418,"Home affairs spokesman Mark Oaten told BBC Radio 4 's Today programme : "" It 's a matter of principle for us that we ca n't have a situation where the Home Secretary is able to impose house detention now on UK nationals as well as foreign nationals . """,O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
353.txt_253,""" The IMF stands ready to do its part to assist these nations with appropriate support in their time of need , "" said managing director Rodrigo Rato .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O
011.txt_101,""" It 's now as easy to download a pirate TV show as it is to programme a VCR , "" said Ben Coppin from Envisional .",O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O
236.txt_92,"

 "" The goal of the project is to unlock the wealth of information that is offline and bring it online , "" said Susan Wojcicki , director of product management at Google .",O O O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O
236.txt_309,""" We hope that Oxford 's contribution to this project will be of scholarly use , as well as general interest , to people around the world , "" said Reg Carr , director of Oxford University Library Services .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O
231.txt_6,"

 The late John Peel 's BBC Radio 1 show is to be succeeded in February by three shows hosted by three DJs focusing on diverse , non - commercial music .",O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O O O O O O
231.txt_39,"Huw Stephens , Ras Kwame and Rob Da Bank will each host the mid - week , late - night timeslot , showcasing UK talent .",B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O
231.txt_213,And Ras Kwame is the host of 100 % Homegrown on Radio 1 's digital station 1Xtra .,O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O
354.txt_355,"

 Thailand may lose 30bn baht ( £ 398 m ; $ 768 m ) in earnings from tourism over the next three months , according to tourism minister Sontaya Kunplome .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O
354.txt_425,""" It will take until the fourth quarter of next year before tourist visitors in Phuket and five other provinces return to their normal level , "" said Naris Chaiyasoot , director general at the ministry 's fiscal policy office .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O
354.txt_485,""" Our nation is in peril here , "" said Ahmed Shaheed , the chief government spokesman .",O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O
150.txt_4,"

 R&B singer Usher is leading the race for the Billboard awards with nominations in 13 categories , including best male .",O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O
150.txt_51,"Other multiple nominees include Maroon5 , OutKast , Kanye West , R Kelly , Gretchen Wilson , Hoobastank and Jay - Z. Soul singer Stevie Wonder will receive Billboard 's Century Award , the magazine 's highest honour for creative achievement , at the ceremony .",O O O O O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O
150.txt_125,"Usher and Keys will be battling it out for prizes including artist of the year , Hot 100 songwriter of the year and Billboard 200 album of the year for their respective albums Confessions and The Diary of Alicia Keys .",B-MUSICIAN O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
150.txt_166,"Maroon5 and OutKast are also up for artist of the year , while OutKast 's Speakerboxxx / The Love Below is a finalist for Billboard 200 album of the year , alongside Josh Groban 's Closer .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O
034.txt_128,""" There is a clear need for easy - to - understand and simple independent advice for non - technically minded people who use computers either at home or at work , "" said Home Office Minister Hazel Blears .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O
034.txt_283,""" IT Safe will take our technical expertise and use it to help home users understand the risks and keep their computer systems , mobile phones and a range of related consumer electronic items , safe , "" said Roger Cumming , director of the National Infrastructure Security Coordination Centre ( NISCC ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O
241.txt_5,"

 Senegalese musician Youssou N'Dour has been named a winner of a BBC Radio 3 World Music Award .",O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O
241.txt_24,"

 His album Egypt won the critics ' award for album of the year , while the best newcomer accolade went to Argentine Chango Spasiuk .",O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O
241.txt_61,"A special Poll Winners concert , hosted by Eliza Carthy and Benjamin Zephaniah will take place at The Sage in Gateshead on 5 March .",O O O O O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O
241.txt_162,"Cuban pianist Bebo Valdes and flamenco singer Diego El Cigala , responsible for critically acclaimed album Lagrimas Negrasmusic , won an award in the "" boundary crossing "" category .",O O B-MUSICIAN I-MUSICIAN O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O
168.txt_45,"Rinaldi told BBC Sport from Rio de Janeiro : "" I can assure you that Chelsea have had no dealings whatsoever with either me or Adriano .",B-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY O
168.txt_161,"Rinaldi told BBC Sport : "" I have to say that nobody from Chelsea or any other London club has contacted me .",B-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O
145.txt_85,Mr Betts - Green resigned after being questioned by the party 's leadership .,O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O
038.txt_48,"A host of Hollywood stars , including Cate Blanchett , Leonardo DiCaprio , Keanu Reeves and Richard Gere , are expected to attend Saturday 's ceremony .",O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O
038.txt_75,"Hosted by Stephen Fry , the glittering ceremony will be broadcast on BBC One at 2010 GMT .",O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O
038.txt_94,"Other actors expected to add to the glamour of the biggest night in UK film are Gael Garcia Bernal , Imelda Staunton , Diane Kruger , Christian Slater , Anjelica Huston , Helen Mirren and former James Bond star Pierce Brosnan .",O O O O O O O O O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O
038.txt_136,"Hollywood blockbuster The Aviator , starring DiCaprio , leads the field with 14 nominations , including best film .",O O O O O O B-TV-FILM-PERSONALITY O O O O O O O O O O O O
038.txt_184,British hope Imelda Staunton is one of the favourites to land the best actress award for her gritty role as a backstreet abortionist in the small - budget film .,O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O O O O O O O
038.txt_214,"Other nominees in the best actress category include Charlize Theron for Monster , Ziyi Zhang for House of Flying Daggers and UK star Kate Winslet , who has two nods for her roles in Eternal Sunshine of the Spotless Mind and Finding Neverland .",O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O
038.txt_259,"DiCaprio faces competition from Bernal , Jamie Foxx , Jim Carrey and Johnny Depp in the best actor category .",B-TV-FILM-PERSONALITY O O O B-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O
038.txt_279,And British actor Clive Owen is hoping to repeat his Golden Globe success with a best supporting actor award for his role in Closer .,O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O O O O O O O O O
038.txt_304,"His co - star Natalie Portman is up against Blanchett , Heather Craney , Julie Cristie and Meryl Streep in the best supporting actress category .",O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O B-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O
038.txt_330,"Mike Leigh is up for the best director award for Vera Drake , alongside Martin Scorsese for The Aviator , Michael Mann for Collateral , Michel Gondry for Eternal Sunshine of the Spotless Mind and Marc Forster for Finding Neverland . 
",B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O
253.txt_53,"Glasgow group Franz Ferdinand won two prizes , as did Keane and Joss Stone , who was voted best urban act by digital TV viewers .",O O O O O O O O O O B-TV-FILM-PERSONALITY O B-TV-FILM-PERSONALITY I-TV-FILM-PERSONALITY O O O O O O O O O O O O
253.txt_79,Robbie Williams ' Angels was named the best song of the past 25 years .,B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O
253.txt_94,Scissor Sisters frontwoman Ana Matronic collected the best international album prize from singer Siouxsie Sioux .,O O O B-MUSICIAN I-MUSICIAN O O O O O O O O B-MUSICIAN I-MUSICIAN O
253.txt_215,"Franz Ferdinand , who were shortlisted in five categories , won best rock act and best British group , an award they dedicated to late DJ John Peel .",B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O
253.txt_259,Keane won best British album and breakthrough act .,B-MUSICIAN O O O O O O O O
253.txt_279,"McFly won the best pop act prize , and Gwen Stefani picked up the best international female artist award .",B-MUSICIAN O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O
253.txt_306,"Best British male artist winner Mike Skinner - aka The Streets - does not usually attend award ceremonies , but the Birmingham hip - hop artist performed his hit Dry Your Eyes at the ceremony .",O O O O O B-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O
253.txt_455,Viewers of digital music TV channel MTV Base voted Stone the winner in the best urban act category .,O O O O O O O O O B-TV-FILM-PERSONALITY O O O O O O O O O
