unique_id,summary,april_dates,evidence_sentences,confidence
tech_065.txt,"""We were certainly not sophisticated or civilised,"" Mr Yang told reporters ahead of the anniversary. They did have business brains however, and in April 1995 persuaded venture capitalists Sequoia Capital to fund Yahoo. A second round of funding followed in the autumn and the company floated in April 1996.","[""—-04-19""]","[""\""We were certainly not sophisticated or civilised,\"" Mr Yang told reporters ahead of the anniversary, which will be officially recognised on 2 March. They did have business brains however, and in April 1995 persuaded venture capitalists Sequoia Capital, which also invested in Apple Computer and Cisco Systems, to fund Yahoo to the tune of $2m (£1.04m). A second round of funding followed in the autumn and the company floated in April 1996 with less than 50 employees."", ""They did have business brains however, and in April 1995 persuaded venture capitalists Sequoia Capital, which also invested in Apple Computer and Cisco Systems, to fund Yahoo to the tune of $2m (£1.04m). A second round of funding followed in the autumn and the company floated in April 1996 with less than 50 employees. Now the firm employs 7,600 workers and insists its dot com culture of \""work hard, play hard\"" still remains.""]",0.69
tech_075.txt,The two men are due to be sentenced on 29 April.,"[""—-04-29""]","[""They also pleaded guilty to acting for commercial advantage. The two men are due to be sentenced on 29 April.""]",0.62
sport_004.txt,"The two task forces will report back to the IAAF Council, at its April meeting in Qatar. ""We are the leading Federation in this field and it is our duty to keep our sport clean,"" says Diack.","[""—-04""]","[""\""I am very happy to see you all, members of the athletics family, respond positively to the IAAF call to sit together and discuss what more we can do in the fight against doping,\"" said Diack. \""We are the leading Federation in this field and it is our duty to keep our sport clean.\"" The two task forces will report back to the IAAF Council, at its April meeting in Qatar.""]",0.52
sport_019.txt,Susan Chepkemei was suspended from all competition until the end of the year by Athletics Kenya. Organisers hope she will still take part in this year's race on 17 April.,"[""—-04-17""]","[""London hope over Chepkemei\n\nLondon Marathon organisers are hoping that banned athlete Susan Chepkemei will still take part in this year's race on 17 April. Chepkemei was suspended from all competition until the end of the year by Athletics Kenya after failing to report to a national training camp.""]",0.62
entertainment_128.txt,At number seven was Oxfam's Make Fair Trade gig at London's Hammersmith Apollo. Glasgow's Franz Ferdinand earned a place at number nine for their home-town performance in April.,"[""—-04""]","[""At number seven was Oxfam's Make Fair Trade gig at London's Hammersmith Apollo in October, which featured performances by REM, Razorlight and Coldplay's Chris Martin. Glasgow's Franz Ferdinand earned a place at number nine for their home-town performance in April. The annual survey was voted for by nearly 4,000 listeners.""]",0.52
politics_128.txt,It includes a £285m cash injection to extend paid maternity leave from six months to nine. Parents can transfer leave from the mother to the father.,"[""—-04-20"", ""2007-04""]","[""It includes a £285m cash injection to extend paid maternity leave from six months to nine, with parents able to transfer leave from the mother to the father. He also promised to increase free nursery education for three and four-year-olds to 15 hours from April 2007. And funds would be provided to keep schools open from 0800 to 1800GMT to look after children while their parents were at work.""]",0.59
sport_065.txt,The 31-year-old won the race in 2002 on her marathon debut. Radcliffe will now seek a third title in the 17 April race.,"[""—-04-17""]","[""Radcliffe will compete in London\n\nPaula Radcliffe will compete in the Flora London Marathon this year after deciding her schedule for 2005. The 31-year-old won the race in 2002 on her marathon debut, defended her title 12 months later and will now seek a third title in the 17 April race. \""It doesn't get any better than this for the 25th anniversary,\"" said race director David Bedford.""]",0.62
business_034.txt,"Rover confirmed the tie-up would take place ""not very far away from this time"" Transport & General Worker's Union general secretary Tony Woodley said all mergers led to some job cuts.","[""—-04""]","[""Rover confirmed the tie-up would take place \""not very far away from this time\"". Rover bosses have said they are \""confident\"" the £1bn ($1.9bn) investment deal would be signed in March or early April. Transport & General Worker's Union general secretary Tony Woodley repeated his view on Friday that all mergers led to some job cuts.""]",0.49
business_335.txt,Boeing has set itself a target of getting 200 firm commitments for the 7E7 by the end of this year. Boeing continues to enjoy a dominance over Airbus in Japan.,"[""—-04-20"", ""2008-04""]","[""\""The 7E7 fits better for what we needed and it could be delivered when we hoped to get it.\"" Boeing continues to enjoy a dominance over Airbus in Japan, and Japanese companies are taking key roles in building the 7E7. The first 7E7s will be delivered to Japan Airlines in April 2008. Boeing has set itself a target of getting 200 firm commitments for the 7E7 by the end of this year, and has orders for 56 so far.""]",0.62
business_162.txt,The US telecoms market is consolidating fast. AT&T was bought by former subsidiary SBC earlier this year for $16bn.,"[""—-04""]","[""The US telecoms market is consolidating fast, with former long-distance giant AT&T being bought by former subsidiary SBC earlier this year for $16bn. MCI exited bankruptcy in April, having gone bust under previous name WorldCom. The bankruptcy followed its admission in 2002 that it illegally booked expenses and inflated profits.""]",0.49
business_098.txt,The IMF's World Economic Outlook is due to be published in April.,"[""—-04""]","[""Its sluggish performance continues to hamper the entire eurozone. The IMF's draft World Economic Outlook - due to be published in April - would point to a marked deterioration in Germany's economy, the FT report said. In September, the IMF had said that German growth for the current year would be 1.8%.""]",0.52
sport_030.txt,Cathal Lombard tested positive for the banned substance EPO. He was banned for two years by the Irish Sports Council.,"[""—-04""]","[""Less than a week before the Olympics, the sport was rocked by news that 10,000m hope Cathal Lombard had tested for the banned substance EPO. Lombard's shattering of Mark Carroll's national 10,000m record in April had already set tongues wagging but even the most cynical of observers, were surprised when he was rumbled after an Irish Sports Council sting operation. The Corkman quickly held his hands up in admission and was promptly handed a two-year ban from the sport.""]",0.52
politics_401.txt,Blair will ask the Queen on 4 or 5 April to dissolve Parliament. Move will signal a frantic week at Westminster. Government likely to try to get key legislation through.,"[""—-04-05"", ""—-04-07""]","[""Blair prepares to name poll date\n\nTony Blair is likely to name 5 May as election day when Parliament returns from its Easter break, the BBC's political editor has learned. Andrew Marr says Mr Blair will ask the Queen on 4 or 5 April to dissolve Parliament at the end of that week. Mr Blair has so far resisted calls for him to name the day but all parties have stepped up campaigning recently."", ""A Number 10 spokeswoman would only say: \""He will announce an election when he wants to announce an election.\"" The move will signal a frantic week at Westminster as the government is likely to try to get key legislation through Parliament. The government needs its finance bill, covering the Budget plans, to be passed before the Commons closes for business at the end of the session on 7 April. But it will also seek to push through its Serious and Organised Crime Bill and ID cards Bill."", ""But it will also seek to push through its Serious and Organised Crime Bill and ID cards Bill. Mr Marr said on Wednesday's Today programme: \""There's almost nobody at a senior level inside the government or in Parliament itself who doesn't expect the election to be called on 4 or 5 April. \""As soon as the Commons is back after the short Easter recess, Tony Blair whips up to the Palace, asks the Queen to dissolve Parliament ...""]",0.76
entertainment_284.txt,"It's premature to say that the singles chart is dead, says J.K. Rowling.","[""—-04""]","[""JK is still struggling with the technology, though.\"" \""But it's premature for people to say that the singles chart is dead,\"" Ross adds. \""While sales of singles on traditional formats are down, interest in songs has been revived by download sales, which will be incorporated into our main chart rundown from April. \""Music fans still want to know what is the most popular song of the week.\""\n\nRoss will be plumping for chart success from rapper Verbalicious and the Stereophonics on Sunday, while King is more of an R&B and dance music fan.""]",0.52
politics_084.txt,"Last month it was announced that 37 social security offices and Jobcentres would close. Other areas the strike will affect include passports, museums and galleries.","[""—-04""]","[""Last month it was announced that a total of 37 social security offices and Jobcentres across the UK would close in the first wave of plans to shed civil service jobs. The number of civil servants in Britain rose to more than 520,000 in April. Other areas the strike will affect include passports, museums and galleries, libraries and health and safety inspections.""]",0.52
entertainment_016.txt,"Born in Luton, Bedfordshire, on 5 April 1920, Hailey was the only child of working class parents. He served as a pilot with the Royal Air Force during World War II, flying fighter planes to the Middle East.","[""—-04-19"", ""—-04-05""]","[""Arthur Hailey: King of the bestsellers\n\nNovelist Arthur Hailey, who has died at the age of 84, was known for his bestselling page-turners exploring the inner workings of various industries, from the hotels to high finance. Born in Luton, Bedfordshire, on 5 April 1920, Hailey was the only child of working class parents, They could not afford to keep him in school beyond the age of 14. He served as a pilot with the Royal Air Force during World War II, flying fighter planes to the Middle East."", ""\"" Hailey later recalled. The Canadian Broadcasting Corporation bought Flight into Danger for $600 (£318) and it was shown on TV in April 1956. It was later memorably spoofed in the 1980 comedy Airplane!, starring Leslie Nielsen.""]",0.63
entertainment_047.txt,Hotel Rwanda is one of two films addressing the genocide. The film is competing for the Golden and Silver Bear awards.,"[""—-04""]","[""Hotel Rwanda is one of two films addressing the genocide at the 55th Berlin Film Festival, which runs until 20 February. Sometimes in April is a feature by Raoul Peck competing for the festival's coveted Golden and Silver Bear awards. The film was made exclusively in Rwanda whereas Hotel Rwanda was shot mostly in South Africa, with some scenes made in Kigali.""]",0.49
entertainment_278.txt,The OCC board agreed with BPI members that the 20 March start date be postponed. Download formats will now be included in the Official UK Singles Chart. The US has already merged downloaded singles into its Billboard Hot 100 chart.,"[""—-04-17"", ""—-04-10""]","[""At an OCC board meeting on Wednesday, the OCC board agreed with BPI members that the 20 March start date be postponed. Download formats will now be included in the Official UK Singles Chart for the first time in the chart published on 17 April - the sales week beginning 10 April. The US has already merged downloaded singles into its Billboard Hot 100 chart."", ""The British Phonographic Industry (BPI) had planned to include download formats in the chart from 20 March. But the date has been put back to 17 April to create a \""level playing field\"" for independent labels. The BPI is concerned that independent repertoire is not adequately represented online and said they were looking at ways of rectifying it.""]",0.69
business_472.txt,"The Upper Yangtze has also begun to attract criticism from environmentalists in China. In April 2004, central government officials ordered a halt to work on the nearby Nu River.","[""—-04-20"", ""2004-04""]","[""The damming of the Upper Yangtze has also begun to attract criticism from environmentalists in China. In April 2004, central government officials ordered a halt to work on the nearby Nu River, which is part of a United Nations world heritage site, the Three Parallel Rivers site which covers the Yangtze, Mekong and Nu (also known as the Salween), according to the UK-published China Review. That move reportedly followed a protest from the Thai government about the downstream impact of the dams, and a critical documentary made by Chinese journalists.""]",0.59
entertainment_292.txt,"The show's opening night on 12 May at the Victoria Palace Theatre in London remains unaffected. Preview performances will now be held on 14, 20 and 27 April.","[""—-04-27""]","[""The show's opening night on 12 May at the Victoria Palace Theatre in London remains unaffected by the changes. Preview performances will now be held on 14, 20 and 27 April. \""This is one of the most ambitious projects I have been involved with,\"" said Daldry.""]",0.62
tech_058.txt,Many BT customers will now have download speeds of 2Mbps. There are usage allowances of between one gigabyte and 30 gigabytes a month.,"[""—-04-01""]","[""Many BT customers will now have download speeds of 2Mbps, although there are usage allowances of between one gigabyte and 30 gigabytes a month. The new speeds start to come into effect on 17 February for home customers and 1 April for businesses. \""Britain is now broadband Britain,\"" said Duncan Ingram, BT's managing director, broadband and internet services.""]",0.62
business_322.txt,The Japanese government has forecast that the country's economic growth will slow to 1.6% in the next fiscal year. It said it was making progress on ending deflation.,"[""—-04-20"", ""2005-04""]","[""Tokyo says deflation 'controlled'\n\nThe Japanese government has forecast that the country's economic growth will slow to 1.6% in the next fiscal year starting in April 2005. While it predicts this fall from the current 2.1% level, it said it was making progress on ending deflation.""]",0.62
politics_326.txt,"This was not the appropriate place to announce election day, he said. But can anyone be in any doubt that that announcement is just days away?","[""—-04-04""]","[""This was not the appropriate place to announce election day, he stammered. But can anyone be in any doubt that that announcement is just days away - an announcement coming in the week beginning 4 April for an election on 5 May is where the big money is in the Commons. And perhaps that simple fact alone means everyone is seen to be playing politics with just about everything at the moment.""]",0.62
politics_311.txt,"This would allow months of tough negotiations to follow. Privately ministers believe this will be the ""less painful"" option.","[""—-04""]","[""This would allow months of tough negotiations to follow, said our correspondent. But a spokesman for Mr Prescott warned that the changes to the local government pension scheme would have to go ahead in April. Privately ministers believe this will be the \""less painful\"" option, our correspondent added.""]",0.52
sport_234.txt,A disabled fan was injured at the perimeter of the pitch. Liverpool fans claimed the trouble was sparked by chants about the Hillsborough disaster. Lions chairman Theo Paphitis has denied the claims.,"[""—-04-19""]","[""A disabled fan was injured at the perimeter of the pitch and riot police were needed to control the situation. Liverpool fans claimed the trouble was sparked by chants about the Hillsborough disaster, where 96 supporters were crushed to death in April 1989. But Lions chairman Theo Paphitis has denied the claims.""]",0.59
politics_173.txt,Napier raised a legal challenge in 2001 under the European Convention on Human Rights. He was awarded compensation last April after winning his case.,"[""—-04""]","[""\""Today's judgement does not affect the outcome of other cases.\"" Napier, a remand prisoner at the time, raised a legal challenge in 2001 under the European Convention on Human Rights, in which he sought £5,000. He was awarded compensation last April after winning his case. Executive ministers raised an appeal arguing that the standard of proof to be applied in cases alleging a breach of the European Convention on Human Rights through degrading and inhumane treatment should \""be beyond reasonable doubt\"".""]",0.49
politics_156.txt,"But Sir Alan Budd, who led an inquiry into the affair, said he had no reason to believe anyone involved had deliberately withheld information.","[""—-04-20"", ""2001-04""]","[""But Sir Alan Budd, who led an inquiry into the affair, said he had no reason to believe anyone involved had deliberately withheld information. Downing Street defended the decision to honour both men, with a spokesperson saying: \""You have to look at their whole career.\"" Sir John was made permanent secretary in April 2001 following a Civil Service career which dates back to 1974. He has also worked in the Treasury and the Department of Employment.""]",0.59
business_431.txt,Mitsubishi has been hit by a recall scandal and the withdrawal of support from shareholder DaimlerChrysler. The US-German firm decided last April to stop providing financial backing.,"[""—-04""]","[""Mitsubishi has been hit by a recall scandal and the withdrawal of support from shareholder DaimlerChrysler. The US-German firm, once a majority shareholder, decided last April to stop providing financial backing. Mitsubishi's sales have slid 41% in the past year, catalysed by the revelation that the company had systematically been hiding records of faults and then secretly repairing vehicles.""]",0.49
tech_053.txt,Microsoft is calling on its Encarta encyclopaedia to provide answers. Ask Jeeves has been answering specific queries this way since April 2003.,"[""—-04-20"", ""2003-04""]","[""For its direct answer feature, Microsoft is calling on its Encarta encyclopaedia to provide answers to questions about definitions, facts, calculations, conversions and solutions to equations. Tony Macklin, director of product at Ask Jeeves, pointed out that its search engine has been answering specific queries this way since April 2003. \""The major search providers have moved beyond delivering only algorithmic search, so in many ways Microsoft is following the market,\"" he said.""]",0.59
tech_041.txt,The service begins with a free trial on 16 trains from early March to the end of April. A full service is set to follow in the summer.,"[""—-04""]","[""It also announced it was installing high-speed wi-fi on certain train services, such as the UK's London to Brighton service, to provide commuters a fast net connection too. The service, which has been developed with Southern trains, Nomad Digital (who provide the technology), begins with a free trial on 16 trains on the route from early March to the end of April. A full service is set to follow in the summer.""]",0.52
entertainment_151.txt,"Eminem's album includes the track Mosh, which is a tirade against US President Bush. The rapper was criticised earlier this year after a performance on BBC One's Top of the Pops.","[""—-04""]","[""Eminem's album includes the track Mosh, which is a tirade against US President Bush and the presence of US troops in Iraq. The rapper was criticised earlier this year after a performance on BBC One's Top of the Pops in April led 12 viewers to complain he was \""lewd\"" and \""offensive\"". The complaints about the star grabbing his crotch were upheld by the BBC.""]",0.49
business_080.txt,"Argentine President Nestor Kirchner and Venezuelan President Hugo Chavez signed the deal on Tuesday. Last April, Argentina signed a $240m agreement to import Venezuelan fuel in exchange for agricultural goods.","[""—-04""]","[""Argentine President Nestor Kirchner and Venezuelan President Hugo Chavez signed the deal in Buenos Aires on Tuesday. Last April, Argentina signed a $240m agreement to import Venezuelan fuel in exchange for agricultural goods and this deal has now been extended. Venezuela will now import cattle, medicines and medical equipment.""]",0.52
sport_007.txt,Sonia O'Sullivan will seek to regain her title at the Bupa Great Ireland Run. The 35-year-old was beaten into fourth at last year's event.,"[""—-04-09""]","[""O'Sullivan commits to Dublin race\n\nSonia O'Sullivan will seek to regain her title at the Bupa Great Ireland Run on 9 April in Dublin. The 35-year-old was beaten into fourth at last year's event, having won it a year earlier.""]",0.62
entertainment_138.txt,Former Free and Bad Company singer Paul Rodgers will take Freddie Mercury's place. Guitarist Brian May has said he expects to be on the road with Rodgers and drummer Roger Taylor from April.,"[""—-04""]","[""Queen recruit singer for new tour\n\nThe remaining members of rock band Queen are to go on tour next year with former Free and Bad Company singer Paul Rodgers taking Freddie Mercury's place. Guitarist Brian May has said he expects to be on the road with Rodgers and drummer Roger Taylor from April. May said: \""Suddenly the Queen Phoenix is rising again from the ashes and will take precedence over...""]",0.52
business_452.txt,"He became chief operating officer and president in 2002. His predecessor as CEO, Jim Cantalupo, died suddenly of a heart attack.","[""—-04""]","[""He became chief operating officer and president in 2002. Mr Bell took over as chief executive after his predecessor as CEO, Jim Cantalupo, died suddenly of a heart attack in April. Having worked closely with Mr Cantalupo, who came out of retirement to turn McDonald's around, Mr Bell focused on boosting demand at existing restaurants rather than follow a policy of rapid expansion.""]",0.49
sport_419.txt,"Tindall recently signed for Bath's west-country rivals Gloucester. The 26-year-old will face stiff competition for those centre places from Brian O'Driscoll, Gordon D'Arcy and Gavin Henson.","[""—-04-18""]","[""But Tindall, who recently signed for Bath's west-country rivals Gloucester, told Rugby Special he would be fit in time for the tour to New Zealand. \""I'm aiming to be fit by 18 April and hope I can play from then,\"" he said. \""I've spoken to Sir Clive Woodward and he understands the situation, so I just hope that I can get on the tour.\"" The 26-year-old will face stiff competition for those centre places from Brian O'Driscoll, Gordon D'Arcy and Gavin Henson, and is aware that competition is intense.""]",0.62
sport_210.txt,Next year's Brazilian Championship only gets underway at the end of April.,"[""—-04""]","[""Indeed, he will have a long wait for a worthwhile match. Next year's Brazilian Championship only gets underway at the end of April. Until then he will have to make do with the foolish S&#227;o Paulo State Championship, an appalling waste of his talent.""]",0.52
tech_005.txt,"He looks after several ""centres of excellence"" which the telco has set up with other institutions. A major international art installation is to open on 15 April in Brussels, with a further exhibit in Madrid later in the summer.","[""—-04-15""]","[""He looks after several \""centres of excellence\"" which the telco has set up with other institutions and organisations, one of which is focused on creative industries. To mark the initiative's launch, a major international art installation is to open on 15 April in Brussels, with a further exhibit in Madrid later in the summer. They have both been created using the telco's technology that it has been incubating at its research and development arm, including a sophisticated graphics rendering program.""]",0.62
politics_345.txt,Tory Edward Turnour won the 1904 Horsham by-election at the age of 21. Turnour went on to serve in Parliament for 47 years.,"[""—-04""]","[""But the youngest is understood to have been Tory Edward Turnour, who won the 1904 Horsham by-election aged 21 and 144 days and served in Parliament for 47 continuous years. Last April's report by the Electoral Commission said there was no strong argument for leaving the age for standing for election at 21. The commission found the most common approach around the world is for the voting age to be the same as the candidacy age.""]",0.52
sport_394.txt,Newcastle's 18-year-old centre Mathew Tait is set to stand in. Tindall is targeting a return to action before the end of the season.,"[""—-04-30""]","[""And Newcastle's 18-year-old centre Mathew Tait is set to stand in for Tindall alongside club team-mate Jamie Noon. Meanwhile, Tindall is targeting a return to action before the end of the regular Zurich Premiership season on 30 April. He will also aim to be back to full fitness before the Lions tour to New Zealand this summer.""]",0.62
sport_465.txt,Henin-Hardenne will make her comeback in the Sydney International from 10-16 January. The 22-year-old slid down the world rankings in the second half of 2004 after contracting the illness in April. She was forced off the circuit for a second time after being knocked out of the French Open.,"[""—-04""]","[""\""I have to be positive, I still have a few weeks,\"" she said. \""My body has to get accustomed again to the stress, the rhythm.\"" Henin-Hardenne slid down the world rankings in the second half of 2004 after contracting the illness in April. After an initial lay-off, she was forced off the circuit for a second time after being knocked out of the French Open in the second round."", ""\""Physically, it's obvious that I hit rock bottom,\"" said the 22-year-old, who will make her comeback in the Sydney International from 10-16 January. \""Since April, with the exception of the Olympics, I have not done much. \""All the successes I had prior to that were mainly due to the work I put in on building up my fitness.""]",0.56
tech_174.txt,The new chair is expected to go on sale in April.,"[""—-04""]","[""And a drinks holder. The chair, which looks like a car seat on a skeletal frame, should go on sale in April and is expected to cost $399 (£211). Satellite radio is big business in the US.""]",0.52
tech_008.txt,"The virus is thought to have spread most widely in South America, Italy, Spain and Bulgaria.","[""—-04""]","[""The virus is thought to have spread most widely in South America, Italy, Spain, Bulgaria and Hungary. The original Zafi virus appeared in April this year. \""We have seen these hoaxes for several Christmases already, and personally I prefer traditional pen and paper cards, and we recommend this to all our clients too,\"" said Mikko Hypponen, who heads F-Secure's anti-virus team.""]",0.52
entertainment_258.txt,"The ex-Hole singer's lawyer Howard Weitzman said she had ""turned her life around"" The assault charge stemmed from April 2004, when Ms Love found musician Kristin King.","[""—-04-20"", ""2004-04""]","[""The ex-Hole singer's lawyer Howard Weitzman said Ms Love had \""turned her life around\"" and she was \""clean and sober\"". The assault charge stemmed from April 2004, when Ms Love found musician Kristin King in her boyfriend's home. Ms King said the singer \""threw the bottle at the left side of my face\"" in an \""angry, vicious and erratic\"" attack.""]",0.59
tech_252.txt,"The virus is thought to have spread most widely in South America, Italy, Spain and Bulgaria.","[""—-04""]","[""The virus is thought to have spread most widely in South America, Italy, Spain, Bulgaria and Hungary. The original Zafi virus appeared in April this year. \""We have seen these hoaxes for several Christmases already, and personally I prefer traditional pen and paper cards, and we recommend this to all our clients too,\"" said Mikko Hypponen, who heads F-Secure's anti-virus team.""]",0.52
business_202.txt,"MCI shares jumped on Friday, hitting their highest level since April 2004. A takeover of MCI would be the fifth billion-dollar telecoms deal since October.","[""—-04-20"", ""2004-04""]","[""It is a long-distance and corporate phone firm, and would provide the buyer with access to a global telecommunications network and a large number of business-based subscribers. MCI shares jumped on Friday, hitting their highest level since April 2004 amid speculation that it would be the focus of a bidding war. A takeover of MCI would be the fifth billion-dollar telecoms deal since October as companies look to cut costs and boost client bases."", ""In 2002, investors in the then-named Worldcom lost millions when the company filed for bankruptcy following an accounting scandal. However, the firm - now renamed MCI - has put its operations in order and emerged from bankruptcy protection last April. It is a long-distance and corporate phone firm, and would provide the buyer with access to a global telecommunications network and a large number of business-based subscribers.""]",0.63
sport_002.txt,"The first three at Santry last Saturday, Jolene Byrne, Maria McCambridge and Fionnualla Britton, are automatic selections. O'Sullivan will also take part in the Bupa Great Ireland Run on 9 April in Dublin.","[""—-04-09"", ""—-04-17""]","[""The first three at Santry last Saturday, Jolene Byrne, Maria McCambridge and Fionnualla Britton, are automatic selections and will most likely form part of the long-course team. O'Sullivan will also take part in the Bupa Great Ireland Run on 9 April in Dublin."", ""Provincial teams were selected after last Saturday's Nationals in Santry and will be officially announced this week. O'Sullivan is at present preparing for the London marathon on 17 April. The participation of O'Sullivan, currentily training at her base in Australia, would boost the Ireland team who won the bronze three years agio.""]",0.69
politics_161.txt,"If it joins, Turkey may have to accept restrictions to limit migration by its citizens. The EU has also announced that it will start accession talks with Croatia in April 2005.","[""—-04-20"", ""2005-04""]","[""If it joins, Turkey may have to accept restrictions to limit migration by its citizens. The EU has also announced that it will start accession talks with Croatia in April 2005. However, talks will begin only if the country co-operates fully with the UN war crimes tribunal for the former Yugoslavia.""]",0.62
business_188.txt,"Earlier this month SBC Communications agreed to buy its former parent and phone trailblazer AT&T for about $16bn. There may be concerns other than cash, however, especially as MCI only emerged from bankruptcy protection last April.","[""—-04""]","[""Earlier this month, SBC Communications agreed to buy its former parent and phone trailblazer AT&T for about $16bn. There may be concerns other than cash, however, especially as MCI only emerged from bankruptcy protection last April. Verizon is far bigger than Qwest, has fewer debts and has built a successful mobile division.""]",0.49
tech_376.txt,The service begins with a free trial on 16 trains from early March to the end of April. A full service is set to follow in the summer.,"[""—-04""]","[""It also announced it was installing high-speed wi-fi on certain train services, such as the UK's London to Brighton service, to provide commuters a fast net connection too. The service, which has been developed with Southern trains, Nomad Digital (who provide the technology), begins with a free trial on 16 trains on the route from early March to the end of April. A full service is set to follow in the summer.""]",0.52
business_430.txt,Toyota has led the market to date with the Prius. In April it will launch a hybrid version of its Highlander SUV. Honda has three hybrids on the market.,"[""—-04""]","[""Toyota has led the market to date with the Prius, popularised by a number of celebrities keen to burnish their \""green\"" credentials. In April it will launch a hybrid version of its Highlander SUV, with an SUV from its luxury Lexus marque due later in the year. Honda has three hybrids on the market, and between them the two Japanese carmakers sold more than 80,000 units last year.""]",0.52
