tokens,ner_tags
"ĠU 2 's Ġlatest Ġsingle ĠSometimes ĠYou ĠCan 't ĠMake ĠIt ĠOn ĠYour ĠOwn Ġtook Ġthe Ġtop Ġspot Ġin Ġthe Ġsingles Ġchart , Ġahead Ġof ĠElvis .",O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O
"ĠThe Ġtrack , Ġfrom Ġtheir Ġcurrent Ġalbum ĠHow ĠTo ĠDism antle ĠAn ĠAtomic ĠBomb , Ġpushed ĠEminem 's ĠLike ĠToy ĠSoldiers Ġfrom Ġnumber Ġone Ġto Ġnumber Ġthree .",O O O O O O O O O O O O O O O O B-ATHLETE O O O O O O O O O O O
"ĠElvis ' ĠWooden ĠHeart , Ġwhich Ġentered Ġthe Ġchart Ġat Ġnumber Ġtwo , Ġis Ġthe Ġsixth Ġin Ġa Ġseries Ġof Ġ18 Ġre issues Ġto Ġmark Ġthe Ġ70 th Ġanniversary Ġof ĠPres ley 's Ġbirth .",B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O
"ĠThere Ġare Ġcurrently Ġsix Ġre - released ĠElvis ' Ġtracks Ġoccupying Ġspots Ġin Ġthe Ġtop Ġ40 Ġsingles Ġchart Ġincluding ĠAre ĠYou ĠL ones ome ĠTonight Ġat Ġnumber Ġ20 , ĠIt 's ĠNow Ġor ĠNever Ġat Ġnumber Ġ27 Ġand ĠJail house ĠRock Ġat Ġnumber Ġ37 .",O O O O O O O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠSoldier , Ġby ĠDestiny 's ĠChild , ĠTi Ġand ĠLil ĠWayne , Ġdebuted Ġat Ġnumber Ġfour , Ġwhile ĠAlmost ĠHere , Ġthe Ġdu et Ġfrom Ġformer ĠWest life Ġstar ĠBrian ĠMcF adden Ġand ĠDelta ĠGood rem , Ġfell Ġfrom Ġnumber Ġthree Ġto Ġnumber Ġfive .",O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O
ĠThere Ġwas Ġmore Ġfollow Ġup Ġto ĠBrit s Ġsuccess Ġfor ĠFranz ĠFerdinand Ġwon Ġbest Ġrock Ġact Ġand Ġbest ĠBritish Ġgroup Ġlast Ġweek .,O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O
ĠEdwards Ġtips ĠId ow u Ġfor ĠEuro Ġgold Ċ Ċ World Ġoutdoor Ġtriple Ġjump Ġrecord Ġholder Ġand ĠBBC Ġpund it ĠJonathan ĠEdwards Ġbelieves ĠPhillips ĠId ow u Ġcan Ġtake Ġgold Ġat Ġthe ĠEuropean ĠInd oor ĠChampionships .,B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O
ĠId ow u Ġlanded Ġ17 . 30 m Ġat Ġthe ĠBritish Ġtrials Ġin ĠSheffield Ġlast Ġmonth Ġto Ġlead Ġthe Ġworld Ġtriple Ġjump Ġrankings .,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O
"Ġ"" It 's Ġall Ġdown Ġto Ġhim , Ġbut Ġif Ġhe Ġjumps Ġas Ġwell Ġas Ġhe Ġdid Ġin ĠSheffield Ġhe Ġcould Ġwin Ġthe Ġgold Ġmedal ,"" Ġsaid ĠEdwards .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O
ĠId ow u Ġmade Ġhis Ġbreakthrough Ġfive Ġyears Ġago Ġbut Ġso Ġfar Ġhas Ġonly Ġa ĠCommonwealth Ġsilver Ġmedal Ġto Ġhis Ġname .,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O
ĠEdwards Ġhimself Ġkept ĠId ow u Ġoff Ġtop Ġspot Ġat Ġthe ĠManchester ĠGames .,B-ATHLETE O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O
"Ġ"" He Ġhas Ġto Ġstart Ġproducing Ġat Ġinternational Ġlevel Ġand Ġhere Ġis Ġthe Ġbeginning ,"" Ġsaid ĠEdwards .",O O O O O O O O O O O O O O O O B-ATHLETE O
"Ġ"" Phill ips Ġstill Ġneeds Ġto Ġbe Ġmuch Ġmore Ġconsistent .",O B-ATHLETE I-ATHLETE O O O O O O O O
ĠOlympic Ġchampion ĠChristian ĠOl sson Ġwill Ġnot Ġbe Ġtaking Ġpart Ġas Ġhe Ġis Ġout Ġfor Ġthe Ġentire Ġindoor Ġseason Ġwith Ġan Ġankle Ġinjury .,O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O
"ĠLeonardo ĠDi Cap rio , ĠJamie ĠFox x Ġand ĠHil ary ĠSw ank Ġare Ġamong Ġthose Ġdue Ġto Ġattend Ġthis Ġyear 's ĠOscar Ġnominees Ġlun cheon Ġon ĠMonday .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
"ĠBritish Ġhop ef uls , Ġincluding ĠKate ĠWins let , ĠI me lda ĠSt aun ton Ġand ĠSophie ĠOk oned o Ġare Ġalso Ġexpected Ġto Ġattend .",O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O
"ĠMartin ĠSc ors ese 's ĠThe ĠAv iator Ġis Ġleading Ġthe Ġfield Ġat Ġthis Ġyear 's ĠOscars Ġwith Ġ11 Ġnominations , Ġwhile Ġother Ġmultiple Ġnominees Ġinclude ĠMillion ĠDollar ĠBaby Ġand ĠSid eways .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠOscar Ġnominees ĠSw ank Ġand ĠFox x Ġwere Ġamong Ġthe Ġwinners Ġat Ġthe ĠScreen ĠAct ors ĠGuild Ġawards Ġat Ġthe Ġweekend , Ġone Ġof Ġthe Ġmany Ġceremonies Ġheld Ġin Ġthe Ġrun - up Ġto Ġthe ĠOscars .",O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ĠSw ank Ġwon ĠBest ĠActress Ġfor ĠMillion ĠDollar ĠBaby Ġwhile ĠFox x Ġtri ump hed Ġfor Ġhis Ġperformance Ġas ĠRay ĠCharles Ġin Ġthe Ġbi opic ĠRay .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O
"ĠMany Ġof Ġthose Ġnominated Ġfor ĠOscars Ġincluding ĠDi Cap rio , ĠFox x Ġand ĠSt aun ton Ġ- Ġan ĠOscar Ġnominee Ġfor Ġher Ġperformance Ġin ĠVera ĠDrake Ġ- Ġhave Ġalso Ġbeen Ġnominated Ġfor ĠBa ft as .",O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O
ĠWenger Ġoffers ĠMut u Ġhope Ċ Ċ Arsenal Ġboss ĠArs ene ĠWenger Ġwould Ġconsider Ġsigning ĠAdrian ĠMut u Ġonce Ġthe Ġstriker Ġhas Ġserved Ġhis Ġdrugs Ġban .,B-ATHLETE O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O
ĠMut u Ġwas Ġsacked Ġby ĠChelsea Ġon ĠFriday Ġafter Ġtesting Ġpositive Ġfor Ġcocaine Ġ- Ġa Ġmove ĠWenger Ġhas Ġbacked .,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE O O O
ĠMut u Ġfaces Ġa Ġban Ġof Ġbetween Ġsix Ġmonths Ġand Ġtwo Ġyears Ġwhen Ġthe ĠFootball ĠAssociation Ġdecides Ġon Ġhis Ġpunishment .,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O
"ĠBut ĠMut u Ġhas Ġhit Ġout Ġat Ġthe Ġclub 's Ġdecision , Ġsaying : Ġ"" Chelsea Ġhave Ġdestroyed Ġme .""",O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O
"ĠAnd ĠMut u Ġagreed , Ġadding : Ġ"" It Ġis Ġunfair .",O B-ATHLETE I-ATHLETE O O O O O O O O O
"ĠLevy Ġtipped Ġfor ĠWhit bread Ġprize Ċ Ċ No vel ist ĠAndrea ĠLevy Ġis Ġfavourite Ġto Ġwin Ġthe Ġmain ĠWhit bread ĠPrize Ġbook Ġof Ġthe Ġyear Ġaward , Ġafter Ġwinning Ġnovel Ġof Ġthe Ġyear Ġwith Ġher Ġbook ĠSmall ĠIsland .",B-ACTOR-DIRECTOR O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠSecond Ġfavourite Ġis Ġa Ġbiography Ġof ĠMary ĠQueen Ġof ĠScots , Ġby ĠJohn ĠGuy .",O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
"ĠA Ġpanel Ġof Ġjudges Ġincluding ĠSir ĠTrevor ĠMcDonald , Ġactor ĠHugh ĠGrant Ġand Ġwriter ĠJo anne ĠHarris Ġwill Ġdecide Ġthe Ġoverall Ġwinner Ġon ĠTuesday .",O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O
"ĠSmall ĠIsland , ĠLevy 's Ġfourth Ġnovel , Ġis Ġset Ġin Ġpost - war ĠLondon Ġand Ġcentres Ġon Ġa Ġland l ady Ġand Ġher Ġlod gers .",O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O
ĠOne Ġis Ġa ĠJama ican Ġwho Ġjoined ĠBritish Ġtroops Ġto Ġfight ĠHitler Ġbut Ġfinds Ġlife Ġdifficult Ġout Ġof Ġuniform Ġwhen Ġhe Ġsettles Ġin Ġthe ĠUK .,O O O O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O
"ĠThe Ġjudges Ġcalled ĠGuy 's ĠMy ĠHeart Ġis ĠMy ĠOwn : ĠThe ĠLife Ġof ĠMary ĠQueen Ġof ĠScots Ġ"" an Ġimpressive Ġand Ġreadable Ġpiece Ġof Ġscholarship , Ġwhich Ġcannot Ġfail Ġbut Ġleave Ġthe Ġreader Ġmoved Ġand Ġintrigued Ġby Ġthis Ġmost Ġtragic Ġand Ġlike able Ġof Ġqueens "".",O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠGuy Ġhas Ġpublished Ġmany Ġhistories , Ġincluding Ġone Ġof ĠTud or ĠEngland .",B-ACTOR-DIRECTOR O O O O O O O O O O O O
"ĠThe Ġother Ġcontenders Ġinclude ĠSusan ĠFletcher Ġfor ĠEve ĠGreen , Ġwhich Ġwon Ġthe Ġfirst Ġnovel Ġprize .",O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O
ĠFletcher Ġhas Ġrecently Ġgraduated Ġfrom Ġthe ĠUniversity Ġof ĠEast ĠAng lia 's Ġcreative Ġwriting Ġcourse .,B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O
"ĠThe Ġfourth Ġbook Ġin Ġthe Ġrunning Ġis ĠCorpus , ĠMichael ĠSy mm ons ĠRoberts ' Ġfourth Ġcollection Ġof Ġpoems .",O O O O O O O O O O O O O O O O O O O O
"ĠAs Ġwell Ġas Ġwriting Ġpoetry , ĠSy mm ons ĠRoberts Ġalso Ġmakes Ġdocumentary Ġfilms .",O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O
"ĠGerald ine ĠMcC augh re an Ġis Ġthe Ġfinal Ġcontender , Ġhaving Ġwon Ġthe Ġchildren 's Ġfiction Ġcategory Ġfor Ġthe Ġthird Ġtime Ġfor ĠNot Ġthe ĠEnd Ġof Ġthe ĠWorld .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O
"ĠMcC augh re an , Ġwho Ġwent Ġinto Ġmagazine Ġpublishing Ġafter Ġstudying Ġteaching , Ġpreviously Ġwon Ġthe Ġcategory Ġin Ġ1987 Ġwith ĠA ĠLittle ĠLower Ġthan ĠAngels Ġand Ġin Ġ1994 Ġwith ĠGold ĠDust .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠThe Ġkey Ġnew Ġtechnologies Ġapplied Ġin Ġthe Ġworld 's Ġfastest Ġelev ators Ġinclude : ĊĊ Ċ Ġ- ĠA Ġpressure Ġcontrol Ġsystem , Ġwhich Ġadjusts Ġthe Ġatmospheric Ġpressure Ġinside Ġa Ġcar Ġby Ġusing Ġsu ction Ġand Ġdischarge Ġbl owers , Ġpreventing Ġ"" ear Ġpopping "" Ġ Ċ Ġ- ĠAn Ġactive Ġcontrol Ġsystem Ġwhich Ġtries Ġto Ġbalance Ġthe Ġlift Ġmore Ġfinely Ġand Ġremove Ġthe Ġsources Ġof Ġvibrations Ġ Ċ Ġ- ĠStream lined Ġcars Ġto Ġreduce Ġthe Ġwhist ling Ġnoise Ġproduced Ġby Ġrunning Ġthe Ġlifts Ġat Ġa Ġhigh Ġspeed Ġinside Ġa Ġnarrow Ġshaft Ġ Ċ Ġ Ċ Ċ "" The Ġcertification Ġof Ġour Ġelev ators Ġas Ġworld Ġrecord - holders Ġby Ġthe Ġauthoritative ĠGuinness ĠWorld ĠRecords Ġis Ġa Ġgreat Ġhonour Ġfor Ġus ,"" Ġsaid ĠMas ay uki ĠSh imon o , Ġpresident Ġof Ġmanufacturer ĠTos hiba ĠElev ator Ġand ĠBuilding ĠSystems Ġwhich Ġinstalled Ġthe Ġlifts .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O
"Ġ"" As Ġsuch , Ġit Ġis Ġan Ġinteresting Ġindicator Ġof Ġhow Ġtechnology Ġhas Ġadvanced Ġin Ġthe Ġ50 Ġyears Ġsince Ġthat Ġfirst Ġedition , Ġwhen Ġthe Ġrecord Ġwas Ġ426 m Ġper Ġminute , Ġor Ġ25 . 6 Ġkm / h , Ġless Ġthan Ġhalf Ġthe Ġspeed Ġof Ġthe Ġnew Ġrecord ,"" Ġsaid ĠHein ĠLe ĠRou x , Ġspecialist Ġresearcher Ġat Ġthe ĠGuinness ĠWorld ĠRecords .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O
ĠLabour 's ĠCunningham Ġto Ġstand Ġdown,O O B-POLITICIAN O O O
ĠVeteran ĠLabour ĠMP Ġand Ġformer ĠCabinet Ġminister ĠJack ĠCunningham Ġhas Ġsaid Ġhe Ġwill Ġstand Ġdown Ġat Ġthe Ġnext Ġelection .,O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O
"ĠOne Ġof Ġthe Ġfew ĠBlair - era Ġministers Ġto Ġserve Ġunder ĠJim ĠCall aghan , Ġhe Ġwas Ġgiven Ġthe Ġagriculture Ġportfolio Ġwhen ĠLabour Ġregained Ġpower Ġin Ġ1997 .",O O O O B-POLITICIAN O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O
"ĠMr ĠCunningham Ġwent Ġon Ġto Ġbecome ĠTony ĠBlair 's Ġ"" c abin et Ġen forcer "".",O B-POLITICIAN O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O
"ĠMr ĠBlair Ġsaid Ġhe Ġwas Ġa Ġ"" huge Ġfigure "" Ġin ĠLabour Ġand Ġa Ġ"" valued , Ġpersonal Ġfriend "".",O B-POLITICIAN O O O O O O O O O O O O O O O O O O
"ĠDuring ĠLabour 's Ġlong Ġperiod Ġin Ġopposition , ĠMr ĠCunningham Ġheld Ġa Ġnumber Ġof Ġshadow Ġroles Ġincluding Ġforeign Ġaffairs , Ġthe Ġenvironment Ġand Ġas Ġtrade Ġspokesman .",O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O
"ĠChief Ġexecutive ĠJim ĠSkinner Ġattributed Ġan Ġ8 . 3 % Ġincrease Ġin ĠJanuary Ġworldwide Ġsales Ġto Ġthe Ġ"" v ital ity Ġof Ġour Ġmenu "", Ġamong Ġother Ġthings .",O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠThe Ġprogramme Ġcan Ġat Ġpresent Ġonly Ġbeen Ġseen Ġin Ġthe ĠUS , Ġwhere Ġit Ġhas Ġfeatured Ġartists Ġlike ĠBritish Ġstars ĠJ oss ĠStone Ġand ĠFranz ĠFerdinand .",O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O
"ĠMcDonald 's Ġhas Ġtargeted Ġthe Ġyouth Ġmarket Ġin Ġthe Ġpast Ġwith Ġits Ġadvertisements , Ġsigning Ġup Ġstars Ġlike Ġjelly - legged Ġdancer ĠJustin ĠTimber lake Ġand Ġall - woman Ġsinging Ġgroup ĠDestiny 's ĠChild .",O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O
"ĠWe Ġare Ġnot Ġscared Ġto Ġtake Ġthis Ġto Ġits Ġconclusion Ġthis Ġtime ,"" ĠAtt icus ' ĠDavid ĠSl ager Ġtold Ġthe ĠSunday ĠTimes .",O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O
ĠThe ĠSunday ĠTimes Ġreported Ġthat ĠTC I Ġhad Ġbeen Ġdrawing Ġup Ġa Ġlist Ġof Ġheavyweight Ġexecutives Ġto Ġreplace ĠDeutsche 's Ġchairman ĠR olf ĠBre uer Ġand Ġchief Ġexecutive ĠWerner ĠSe if ert .,O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O
"ĠLord ĠScar man , Ġ93 , Ġdies Ġpeacefully",O B-POLITICIAN I-POLITICIAN O O O O O
"ĠDist inguished Ġlawyer ĠLord ĠScar man , Ġwho Ġconducted Ġthe Ġinquiry Ġinto Ġthe Ġ1981 ĠBri xton Ġriots , Ġhas Ġdied Ġaged Ġ93 .",O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O
"ĠPay ing Ġtribute , Ġthe ĠLord ĠChancellor ĠLord ĠFalcon er Ġsaid ĠLord ĠScar man Ġwas Ġone Ġof Ġthe Ġ"" great Ġadvocates Ġof Ġour Ġgeneration "".",O O O O O O O O B-POLITICIAN I-POLITICIAN O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O
"ĠLord ĠScar man 's Ġnephew ĠGeorge ĠR itchie Ġsaid Ġthe Ġpeer , Ġwho Ġpassed Ġaway Ġpeacefully Ġon ĠWednesday , Ġwould Ġbe Ġ"" s ad ly Ġmissed "".",O B-POLITICIAN I-POLITICIAN O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O
"ĠThe ĠLord ĠChief ĠJustice , ĠLord ĠWool f , Ġwho Ġis Ġthe Ġmost Ġsenior Ġjudge Ġin ĠEngland Ġand ĠWales , Ġsaid Ġit Ġwas ĠLord ĠScar man 's Ġ"" p ione ering Ġwork "" Ġwhich Ġpaved Ġthe Ġway Ġfor Ġthe ĠHuman ĠRights ĠAct Ġ1998 .",O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O
"ĠDame ĠElizabeth ĠButler - Sl oss , Ġthe Ġpresident Ġof Ġthe ĠFamily ĠJustice ĠDivision , Ġsaid ĠLord ĠScar man Ġwas Ġa Ġ"" good Ġand Ġhumane Ġjudge "" Ġand Ġone Ġof Ġthe Ġgreatest Ġfigures Ġof Ġthe Ġlate Ġ20 th Ġcentury .",O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O
ĠLord ĠScar man Ġwill Ġbe Ġremembered Ġfor Ġthe Ġpublic Ġinquiry Ġhe Ġled Ġinto Ġa Ġstring Ġof Ġrace Ġriots Ġwhich Ġbegan Ġin ĠBri xton Ġwhen Ġracial Ġtensions Ġrose Ġafter Ġa Ġpolice Ġcrackdown Ġon Ġstreet Ġrobbery .,O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠTrevor ĠPhillips , Ġchair Ġof Ġthe ĠCommission Ġfor ĠRacial ĠEquality , Ġpraised ĠLord ĠScar man 's Ġ"" ability Ġto Ġlisten "".",B-POLITICIAN I-POLITICIAN O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O
