sentence_id,tokens,ner_tags
business_391.txt_408,Mr Khodorkovsky is in jail on charges of fraud and tax evasion .,O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O
sport_203.txt_28,""" Mutu will be in our club 's main stand to watch the match between Juventus and Fiorentina , "" said a Juventus official , who declined to be named .",O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O
politics_385.txt_62,Mr Brown has just returned from a tour of African nations .,O B-POLITICIAN O O O O O O O O O O
business_164.txt_449,"Mr Khodorkovsky , once Russia 's richest man , is in prison , having been charged with fraud and tax evasion and repeatedly denied bail .",O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O
politics_107.txt_0,Brown outlines third term vision,B-POLITICIAN O O O O
sport_248.txt_392,Don was head of the referees for the Premier League and revealed all clubs were informed of free - kick options .,B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O
politics_133.txt_0,Jowell rejects ' Las Vegas ' jibe,B-POLITICIAN O O O O O O
politics_362.txt_95,"So if you are a couple with children , a pensioner , a patient or a youngster , there was something pulled from Mr Brown 's red box in an attempt to persuade you to stick with or switch to a New Labour government .",O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O
politics_100.txt_162,Mr Mubanga said he had been in Afghanistan and Pakistan to study Islam .,O B-PUBLIC-FIGURE O O O O O O O O O O O O
business_478.txt_198,Egyptian President Hosni Mubarak has described Israeli Prime Minister Ariel Sharon as the best chance for the Palestinians to achieve peace .,O O B-POLITICIAN I-POLITICIAN O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O
politics_288.txt_263,"Mr Houston is alleged to have said that the organs of the criminally insane should be "" made available to law - abiding members of the community "" and proposed the legalisation of drugs and the sex trade .",0 B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
politics_243.txt_58,They will also talk to Fisheries Minister Ross Finnie and scientists .,O O O O O O O B-POLITICIAN I-POLITICIAN O O O
entertainment_284.txt_565,""" Wes has a great broadcasting career ahead of him .",O B-PUBLIC-FIGURE O O O O O O O O O
entertainment_253.txt_3206,"The only real challenger was Queen but hey , Another One Bites the Dust ! !",O O O O O B-MUSICIAN O O O O O O O O O O
politics_018.txt_32,Prince Edward will also join the UK delegation in Poland for National Holocaust Memorial Day on 27 January .,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O
politics_018.txt_154,"In Britain , the Queen and Prince Philip will lead the nation 's commemoration at a service in Westminster Hall , London .",O O O O O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O
politics_018.txt_208,"The Queen 's grandson , Prince Harry , sparked outrage earlier this week after photographs of him wearing a Nazi uniform at a costume party emerged .",O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O
politics_018.txt_265,"Prince Harry should see for himself "" the results of the hated symbol he so foolishly and brazenly chose to wear "" , Rabbi Marvin Hier , founder of Jewish human rights group the Simon Wiesenthal Center said .",B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O
sport_090.txt_399,"- There was also recognition for James Clarke , chairman of the London Marathon .",O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O
sport_245.txt_96,""" The police have said they have completed their search and have not found anything , "" said Real Madrid president Florentino Perez .",O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O
sport_243.txt_0,Liverpool pledge to keep Gerrard,O O O O B-ATHLETE
sport_027.txt_91,Swedish triple jumper Christian Olsson was voted male athlete of the year .,O O O B-ATHLETE I-ATHLETE O O O O O O O O
entertainment_024.txt_309,"The National Book Awards non - fiction prize was awarded to Kevin Boyle 's for Arc of Justice , which focuses on a black family 's fight to live in a white Detroit neighbourhood in the 1920s .",O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O
entertainment_024.txt_384,Pete Hautman won the young people 's literature prize for his novel Godless .,B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O
politics_164.txt_298,"Edinburgh architect , Dominic Stephenson , became the first Scot to be confirmed as a victim of the Asian tsunami .",O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O
sport_166.txt_150,Redknapp himself sprinted along the touchline to help physio Jim Joyce and coach Denis Rofe shepherd the enraged Prutton away from referee 's assistant Norman .,B-ATHLETE O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O B-ATHLETE I-ATHLETE O O O B-ATHLETE O O O O B-ATHLETE O
tech_133.txt_31,"Ellen Simonetti , known as Queen of the Sky , wrote an anonymous semi - fictional account of her life in the sky .",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O
politics_104.txt_31,Mrs Parker Bowles will take the title HRH Duchess of Cornwall after a civil ceremony to be held at Windsor Castle .,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O
politics_104.txt_151,"On Thursday night , Prince Charles , 56 , and Mrs Parker Bowles , 57 , hosted a dinner at Windsor Castle , their first public appearance since announcing their engagement .",O O O O O B-PUBLIC-FIGURE O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O
politics_104.txt_257,"The Queen and Duke of Edinburgh said the news had made them "" very happy "" .",O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O
politics_104.txt_333,The marriage is likely to be a sensitive issue because Mrs Parker Bowles is divorced and her former husband is still alive .,O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O
politics_331.txt_0,Labour attacked on Howard poster,O O O B-POLITICIAN O
entertainment_182.txt_181,George Clooney recently reacted angrily to a TV host 's suggestion that not all funds raised would go towards tsunami relief .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O
entertainment_182.txt_203,"Fox TV 's Bill O'Reilly said he would be "" watching to see if the money gets to the tsunami victims "" and warned the celebrities taking part "" had better be involved all the way down the line "" .",O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
sport_049.txt_469,"Jones , who is under investigation for steroid use by the US Anti - Doping Agency , has continually denied ever taking illegal substances since being investigated in the Balco scandal , although she praised a zinc supplement Conte marketed .",B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
politics_353.txt_203,Tony Blair himself has said people complain he does not listen .,B-POLITICIAN I-POLITICIAN O O O O O O O O O O
politics_353.txt_332,"Writer Neil Coppendale , from West Sussex , asked of the Iraq war : "" Tens of thousands of innocent men , women and children died - how do you manage to sleep at night ? """,O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
politics_353.txt_369,"On immigration , London teacher Diane Granger said : "" Where are you going to put everyone ? """,O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O
sport_283.txt_528,""" When the whole world apart from the referee has seen there should be a goal at Old Trafford , that just reinforces what I feel - there should be video evidence , "" said Wenger .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O
entertainment_138.txt_283,"Rodgers was singer with early 1970s rockers Free , who had a global hit with All Right Now , before forming Bad Company , a successful "" supergroup "" with members of King Crimson and Mott the Hoople .",B-MUSICIAN O O O O O O O O B-MUSICIAN O O O O O O O O O O O O B-MUSICIAN O O O O O O O O B-MUSICIAN O O B-MUSICIAN O
politics_187.txt_0,Jowell confirms casino climbdown,B-POLITICIAN O O O
politics_154.txt_500,"On tape Mr Livingstone , who once worked as a freelance restaurant critic on the paper , is heard asking reporter Oliver Finegold if he is a "" German war criminal "" .",O O O B-POLITICIAN O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O
entertainment_282.txt_62,A man was shot in the thigh outside New York 's Hot 97 studios while 50 Cent was on air .,O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O
entertainment_282.txt_546,Tupac Shakur was shot dead in 1996 .,B-MUSICIAN I-MUSICIAN O O O O O O
politics_025.txt_179,"Ms Roche , Labour MP for Hornsey and Wood Green , believes legal migration is something we should welcome .",O B-POLITICIAN O O O O O O O O O O O O O O O O O O
entertainment_152.txt_137,He said the family of sound engineer Thorne Nogar did not want to divulge the price they had set or the offers they had received .,O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O
sport_018.txt_0,Merritt close to indoor 400 m mark,B-ATHLETE O O O O O O
business_273.txt_210,"The latest to pitch in has been President George W Bush himself , who told the Asia Pacific Economic Co - operation ( Apec ) summit in Chile that he remained committed to halving the budget deficit .",O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O
business_273.txt_277,And last week US Treasury Secretary John Snow told an audience in the UK that the policy remained unaltered .,O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O
entertainment_262.txt_308,"Drummer Larry Mullen Jr echoed those sentiments : "" We 're very competitive - we want to be on the radio , have big singles .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O
tech_100.txt_5,"

 Leading British computer games maker Peter Molyneux has been made an OBE in the New Year Honours list .",O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O
politics_129.txt_112,"Prime Minister Tony Blair 's official spokesman said : "" There are British nationals in Ivory Coast and as you can imagine we are making the usual contingency plans in case the situation deteriorates further , but that 's all I can say at this stage . """,O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
politics_165.txt_435,Home Secretary Charles Clarke is currently looking at the idea of a levy on the drinks industry to pay for the cost of extra policing .,O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O
entertainment_004.txt_88,"This year 's winner , Alice Sebold 's The Lovely Bones , sold over one million .",O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O
entertainment_004.txt_146,"David Mitchell 's Booker - shortlisted novel , Cloud Atlas , makes it into this year 's top 10 along with several lesser known works .",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O
entertainment_171.txt_220,"Last year 's Janet Jackson ' wardrobe malfunction ' encouraged the FCC to impose tougher rules , but the US Congress adjourned last year without agreeing on a new level of fines .",O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O
politics_230.txt_450,"In one of Britain 's highest profile cases , Norfolk farmer Tony Martin was jailed for life for murdering 16 - year - old burglar Fred Barras , in 1999 .",O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O
entertainment_195.txt_46,"Actress Sandra Bullock has donated $ 1 m ( £ 525,000 ) to The American Red Cross and actor Leonardo DiCaprio pledged a "" sizable "" aid contribution to Unicef .",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O
politics_205.txt_0,Tutu 's Guantanamo release call,B-PUBLIC-FIGURE O O O O
politics_205.txt_5,"

 Archbishop Desmond Tutu has called for the release of the remaining inmates at Guantanamo Bay and terror suspects detained without trial in the UK .",O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O
politics_205.txt_89,"Referring to the detentions in Cuba , Archbishop Tutu told BBC News : "" It is utterly unacceptable .",O O O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O
politics_205.txt_387,"Archbishop Tutu criticised the measures , saying : "" I am opposed to any arbitrary detention that is happening , even in Britain . """,O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O
sport_375.txt_400,"With sensational allegations of drug use - of which he was subsequently cleared - splashed across the front pages , a devastated Dallaglio stepped down as England skipper .",O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O O O
entertainment_203.txt_320,"Other celebrities to walk out of a reality show TV include Sex Pistol John Lydon , former EastEnders actress Danniella Westbrook and ex - E17 singer Brian Harvey who all left I 'm A Celebrity ... Get Me Out Of Here .",O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O
politics_290.txt_73,But thriller writer Frederick Forsyth tells BBC News of his personal response to the move .,O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O
politics_290.txt_3535,Mr Forsyth is a wonderful writer and should keep his fiction where it belongs .,O B-AUTHOR-WRITER O O O O O O O O O O O O
politics_290.txt_3752,"Hobbes has been roundly condemned by posterity , and rightly so .",B-PUBLIC-FIGURE O O O O O O O O O O O
politics_290.txt_4562,"Mr Forsyth links "" Islamic fundamentalism "" to the new "" threat "" .",O B-AUTHOR-WRITER O O O O O O O O O O O O
business_068.txt_25,"Kamal Nath , Commerce and Industry Minister , announced the decision in Delhi on Thursday following a cabinet meeting .",B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O
politics_393.txt_407,"There are details of foreign nationals made British citizens by act of Parliament , including composer George Frideric Handel in 1727 .",O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O
entertainment_383.txt_232,"He also cited the director 's 2003 film The Life of David Gale , in which Kevin Spacey played a man on Death Row , as proof of his "" veritable artistic commitment against the death sentence "" .",O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O
entertainment_097.txt_205,Fahrenheit 9/11 director Michael Moore dedicated his trophy to soldiers in Iraq .,O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O
business_064.txt_204,"Central to the problem was that instead of half an hour , the arrival of President Bush on the German leg of his European tour took the best part of an hour , Lufthansa said .",O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O
business_064.txt_263,The extra time taken by President Bush and his entourage meant that there was a knock - on effect that led to significant delays .,O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O
entertainment_013.txt_48,Geraldine McCaughrean has picked up the children 's fiction award for the third time for Not the End of the World .,B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O
entertainment_013.txt_284,Fletcher has recently graduated from graduated from the University of East Anglia creative writing course .,B-AUTHOR-WRITER O O O O O O O O O O O O O O
tech_297.txt_32,"Chief executive Steve Jobs showed off the new machine at his annual MacWorld speech , in San Francisco .",O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O
tech_297.txt_508,Mr Jobs told the delegates at MacWorld that iPod already had a 65 % market share of all digital music players .,O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O
politics_262.txt_279,Mr Blair directly denied that quote on Wednesday .,O B-POLITICIAN O O O O O O O
tech_143.txt_120,One such avatar is Jeremiah .,O O O O B-PUBLIC-FIGURE O
